date,weather,dealer_orders,dtc_orders,total_orders,purchase_orders_received,purchase_units_received,purchase_orders_created,purchase_units_ordered,total_on_hand_units,total_available_units,out_of_stock_skus,sales_orders,customer_count,booked_revenue,requested_units,fulfilled_units,backordered_units,fulfilled_revenue,service_level,backorder_rate
2023-01-23,Sunny,11,5,16,1,61,1,60,8221,8221,15,16,11,342861.72,109,77,32,238097.38,0.7064220183486238,0.29357798165137616
2023-01-24,Sunny,14,5,19,3,184,2,121,8297,8297,13,19,12,361718.01,118,108,10,327924.51,0.9152542372881356,0.0847457627118644
2023-01-25,Sunny,12,5,17,4,245,2,124,8431,8431,11,17,12,391829.08,120,111,9,365510.5,0.925,0.075
2023-01-26,Sunny,11,6,17,2,121,0,0,8461,8461,10,17,11,335024.76,104,91,13,292376.82,0.875,0.125
2023-01-27,Sunny,11,7,18,0,0,1,60,8367,8367,10,18,9,353331.23,110,94,16,296379.14,0.8545454545454545,0.14545454545454545
2023-01-28,Sunny,3,7,10,0,0,0,0,8335,8335,10,10,3,93807.59,32,32,0,93807.59,1.0,0.0
2023-01-29,Sunny,1,7,8,1,63,0,0,8372,8372,10,8,2,98161.56,26,26,0,98161.56,1.0,0.0
2023-01-30,Sunny,12,6,18,3,184,2,122,8448,8448,9,18,12,399581.68,121,108,13,350152.02,0.8925619834710744,0.10743801652892562
2023-01-31,Sunny,12,6,18,1,60,1,69,8378,8378,9,18,12,429235.39999999997,136,130,6,407879.15,0.9558823529411765,0.04411764705882353
2023-02-01,Sunny,16,7,23,1,66,4,244,8290,8290,9,23,13,479756.84,162,154,8,451733.82,0.9506172839506173,0.04938271604938271
2023-02-02,Sunny,14,7,21,1,61,4,244,8232,8232,10,21,13,364360.61,123,119,4,350847.09,0.967479674796748,0.032520325203252036
2023-02-03,Sunny,13,7,20,0,0,2,120,8125,8125,10,20,11,338163.5,111,107,4,323510.39,0.963963963963964,0.036036036036036036
2023-02-04,Sunny,3,8,11,0,0,0,0,8095,8095,13,11,4,128330.48,32,30,2,119116.06,0.9375,0.0625
2023-02-05,Sunny,1,8,9,0,0,0,0,8084,8084,13,9,2,62911.28,15,11,4,43690.9,0.7333333333333333,0.26666666666666666
2023-02-06,Sunny,15,6,21,2,125,4,250,8057,8057,12,21,14,501658.44,174,152,22,434052.18,0.8735632183908046,0.12643678160919541
2023-02-07,Sunny,15,7,22,1,63,2,121,8008,8008,11,22,11,414336.98,124,112,12,378260.38,0.9032258064516129,0.0967741935483871
2023-02-08,Sunny,14,7,21,0,0,1,65,7905,7905,12,21,15,389812.18,119,103,16,336494.12,0.865546218487395,0.13445378151260504
2023-02-09,Sunny,13,6,19,1,61,1,60,7850,7850,14,19,14,417317.5,128,116,12,383448.83,0.90625,0.09375
2023-02-10,Sunny,10,7,17,0,0,1,64,7781,7781,14,17,10,277314.19,88,69,19,218794.09,0.7840909090909091,0.2159090909090909
2023-02-11,Sunny,4,10,14,0,0,0,0,7740,7740,15,14,5,151537.34,46,41,5,128317.61,0.8913043478260869,0.10869565217391304
2023-02-12,Sunny,1,10,11,1,63,0,0,7788,7788,14,11,2,67279.45,18,15,3,58311.4,0.8333333333333334,0.16666666666666666
2023-02-13,Sunny,12,7,19,0,0,5,304,7679,7679,16,19,12,419872.39,126,109,17,359419.25,0.8650793650793651,0.1349206349206349
2023-02-14,Sunny,15,6,21,2,122,1,65,7676,7676,16,21,11,509045.72000000003,144,125,19,457229.68,0.8680555555555556,0.13194444444444445
2023-02-15,Sunny,15,6,21,2,124,2,123,7688,7688,15,21,13,413258.32,131,112,19,354742.09,0.8549618320610687,0.1450381679389313
2023-02-16,Sunny,12,6,18,0,0,4,245,7583,7583,17,18,11,423307.13,130,105,25,338553.03,0.8076923076923077,0.19230769230769232
2023-02-17,Sunny,12,9,21,0,0,0,0,7511,7511,18,21,12,349500.44,109,72,37,229714.03,0.6605504587155964,0.3394495412844037
2023-02-18,Sunny,3,10,13,0,0,0,0,7470,7470,18,13,3,181885.81,51,41,10,146904.45,0.803921568627451,0.19607843137254902
2023-02-19,Sunny,1,9,10,0,0,1,60,7446,7446,18,10,2,100907.95,28,24,4,81311.95,0.8571428571428571,0.14285714285714285
2023-02-20,Sunny,13,6,19,1,60,2,123,7376,7376,18,19,11,504317.19,158,130,28,411115.44,0.8227848101265823,0.17721518987341772
2023-02-21,Sunny,15,7,22,1,60,4,245,7321,7321,20,22,13,461795.77,147,115,32,360680.39,0.782312925170068,0.21768707482993196
2023-02-22,Sunny,12,8,20,0,0,2,122,7254,7254,20,20,11,290306.76,93,67,26,199862.37,0.7204301075268817,0.27956989247311825
2023-02-23,Sunny,14,6,20,0,0,2,123,7152,7152,23,20,13,431084.24,135,102,33,325343.85,0.7555555555555555,0.24444444444444444
2023-02-24,Sunny,10,9,19,0,0,0,0,7074,7074,24,19,11,318660.85,103,78,25,242913.82,0.7572815533980582,0.24271844660194175
2023-02-25,Sunny,4,8,12,0,0,1,60,7045,7045,25,12,5,114883.5,34,29,5,97762.98,0.8529411764705882,0.14705882352941177
2023-02-26,Sunny,1,9,10,4,242,1,62,7270,7270,23,10,2,67669.8,20,17,3,52972.8,0.85,0.15
2023-02-27,Sunny,13,7,20,1,61,0,0,7255,7255,24,20,12,374101.05,125,76,49,228487.75,0.608,0.392
2023-02-28,Sunny,17,6,23,2,120,1,60,7254,7254,25,23,14,581123.25,179,121,58,387475.22000000003,0.6759776536312849,0.3240223463687151
2023-03-01,Sunny,21,10,31,0,0,2,124,7137,7137,28,31,17,545919.0,179,117,62,342003.84,0.6536312849162011,0.3463687150837989
2023-03-02,Sunny,20,10,30,0,0,5,303,7034,7034,31,30,19,544898.78,172,103,69,329972.73,0.5988372093023255,0.4011627906976744
2023-03-03,Sunny,16,10,26,0,0,0,0,6936,6936,32,26,14,462678.23,151,98,53,293473.28,0.6490066225165563,0.3509933774834437
2023-03-04,Sunny,5,13,18,0,0,1,60,6888,6888,32,18,6,229095.73,65,48,17,163380.99,0.7384615384615385,0.26153846153846155
2023-03-05,Sunny,2,13,15,2,121,1,63,6983,6983,30,15,3,117678.84,35,26,9,90951.18,0.7428571428571429,0.2571428571428571
2023-03-06,Sunny,20,7,27,0,0,2,122,6877,6877,32,27,14,525083.48,169,106,63,325945.34,0.6272189349112426,0.3727810650887574
2023-03-07,Sunny,18,7,25,0,0,3,184,6797,6797,32,25,15,446602.1,143,80,63,249487.78,0.5594405594405595,0.4405594405594406
2023-03-08,Sunny,16,9,25,0,0,0,0,6689,6689,36,25,14,522416.41,158,108,50,360541.02,0.6835443037974683,0.31645569620253167
2023-03-09,Sunny,17,8,25,0,0,1,60,6615,6615,37,25,15,393356.19,130,74,56,226187.4,0.5692307692307692,0.4307692307692308
2023-03-10,Sunny,13,11,24,1,60,0,0,6606,6606,37,24,13,509094.17,144,69,75,247788.36000000002,0.4791666666666667,0.5208333333333334
2023-03-11,Sunny,5,13,18,1,60,1,66,6625,6625,37,18,6,187528.66,51,41,10,154385.65,0.803921568627451,0.19607843137254902
2023-03-12,Sunny,2,14,16,2,123,0,0,6731,6731,35,16,3,169453.64,45,17,28,69242.42,0.37777777777777777,0.6222222222222222
2023-03-13,Sunny,19,8,27,1,60,1,62,6657,6657,35,27,13,589614.1,199,134,65,385523.57,0.6733668341708543,0.32663316582914576
2023-03-14,Sunny,23,8,31,0,0,2,127,6527,6527,37,31,17,695212.08,224,130,94,399789.71,0.5803571428571429,0.41964285714285715
2023-03-15,Sunny,19,10,29,0,0,4,252,6405,6405,38,29,15,651971.25,205,122,83,386812.98,0.5951219512195122,0.40487804878048783
2023-03-16,Sunny,18,9,27,0,0,1,64,6311,6311,41,27,16,620607.88,191,94,97,300875.22000000003,0.49214659685863876,0.5078534031413613
2023-03-17,Sunny,18,9,27,0,0,2,120,6215,6215,41,27,13,509210.27999999997,175,96,79,271865.77,0.5485714285714286,0.4514285714285714
2023-03-18,Sunny,4,13,17,0,0,0,0,6196,6196,41,17,5,143241.58,35,19,16,81709.7,0.5428571428571428,0.45714285714285713
2023-03-19,Sunny,2,13,15,2,120,0,0,6295,6295,40,15,3,117330.44,37,21,16,55789.74,0.5675675675675675,0.43243243243243246
2023-03-20,Sunny,19,9,28,2,121,3,186,6328,6328,40,28,15,526685.97,171,88,83,254023.57,0.5146198830409356,0.4853801169590643
2023-03-21,Sunny,18,9,27,2,124,1,60,6355,6355,38,27,14,573686.67,175,97,78,323747.36,0.5542857142857143,0.44571428571428573
2023-03-22,Sunny,22,9,31,0,0,1,60,6252,6252,41,31,16,697852.63,215,103,112,340905.11,0.4790697674418605,0.5209302325581395
2023-03-23,Sunny,18,9,27,1,60,0,0,6189,6189,44,27,15,596164.76,196,123,73,368416.45,0.6275510204081632,0.37244897959183676
2023-03-24,Sunny,15,12,27,0,0,2,122,6102,6102,45,27,14,482891.72,160,87,73,252714.94,0.54375,0.45625
2023-03-25,Sunny,5,13,18,0,0,0,0,6078,6078,45,18,6,217984.3,59,24,35,87659.96,0.4067796610169492,0.5932203389830508
2023-03-26,Sunny,2,13,15,2,122,0,0,6184,6184,44,15,3,100850.76,26,16,10,64546.6,0.6153846153846154,0.38461538461538464
2023-03-27,Sunny,18,8,26,1,69,0,0,6159,6159,45,26,13,546580.78,174,94,80,297058.8,0.5402298850574713,0.45977011494252873
2023-03-28,Sunny,21,9,30,4,244,4,242,6277,6277,42,30,16,688891.68,218,126,92,399141.73,0.5779816513761468,0.42201834862385323
2023-03-29,Sunny,23,8,31,3,184,2,125,6309,6309,41,31,22,753352.65,237,152,85,456044.46,0.6413502109704642,0.35864978902953587
2023-03-30,Sunny,17,9,26,2,120,1,63,6349,6349,41,26,14,505766.74,153,80,73,274557.16000000003,0.5228758169934641,0.477124183006536
2023-03-31,Sunny,16,11,27,0,0,2,123,6262,6262,43,27,15,461180.22,147,87,60,268403.19,0.5918367346938775,0.40816326530612246
2023-04-01,Sunny,6,17,23,0,0,0,0,6214,6214,43,23,7,264770.89,78,48,30,151818.08,0.6153846153846154,0.38461538461538464
2023-04-02,Sunny,2,18,20,4,250,0,0,6431,6431,40,20,3,176227.87,47,33,14,120205.24,0.7021276595744681,0.2978723404255319
2023-04-03,Sunny,26,11,37,2,121,2,124,6399,6399,40,37,20,780601.51,242,153,89,489895.3,0.6322314049586777,0.3677685950413223
2023-04-04,Sunny,27,10,37,1,65,2,124,6296,6296,43,37,21,783340.42,250,168,82,531495.09,0.672,0.328
2023-04-05,Sunny,28,12,40,1,60,1,60,6220,6220,42,40,16,715771.52,229,136,93,431244.7,0.5938864628820961,0.40611353711790393
2023-04-06,Sunny,25,12,37,1,64,4,249,6125,6125,43,37,16,661360.94,221,159,62,472937.60000000003,0.7194570135746606,0.28054298642533937
2023-04-07,Sunny,19,15,34,0,0,3,181,6021,6021,44,34,13,541739.04,163,104,59,345683.09,0.6380368098159509,0.3619631901840491
2023-04-08,Sunny,7,17,24,0,0,0,0,5966,5966,44,24,8,298617.7,89,55,34,184357.8,0.6179775280898876,0.38202247191011235
2023-04-09,Sunny,2,16,18,6,367,2,120,6320,6320,40,18,3,139703.25,32,13,19,58078.05,0.40625,0.59375
2023-04-10,Sunny,24,11,35,1,65,2,124,6226,6226,42,35,15,845783.55,270,159,111,513028.93,0.5888888888888889,0.4111111111111111
2023-04-11,Sunny,30,12,42,2,123,6,375,6204,6204,44,42,21,888552.1,280,145,135,468200.46,0.5178571428571429,0.48214285714285715
2023-04-12,Sunny,25,12,37,4,245,2,128,6289,6289,44,37,18,796187.06,248,160,88,523382.37,0.6451612903225806,0.3548387096774194
2023-04-13,Sunny,23,13,36,0,0,4,246,6161,6161,47,36,14,665763.26,221,128,93,403991.54000000004,0.579185520361991,0.42081447963800905
2023-04-14,Sunny,19,16,35,0,0,0,0,6067,6067,47,35,13,547413.4,167,94,73,319750.06,0.562874251497006,0.437125748502994
2023-04-15,Sunny,8,19,27,1,60,2,120,6080,6080,46,27,7,228226.91999999998,64,47,17,160678.9,0.734375,0.265625
2023-04-16,Sunny,2,15,17,2,123,0,0,6183,6183,44,17,3,154856.72,38,20,18,89433.92,0.5263157894736842,0.47368421052631576
2023-04-17,Sunny,24,13,37,4,245,2,121,6250,6250,42,37,19,821008.65,265,178,87,557913.57,0.6716981132075471,0.3283018867924528
2023-04-18,Sunny,21,12,33,2,122,1,63,6248,6248,40,33,17,630291.0,200,124,76,401727.43,0.62,0.38
2023-04-19,Sunny,26,12,38,1,60,5,316,6137,6137,40,38,16,748239.05,259,171,88,504357.41000000003,0.6602316602316602,0.33976833976833976
2023-04-20,Sunny,26,13,39,0,0,5,303,5959,5959,42,39,19,841164.92,273,178,95,551056.8200000001,0.652014652014652,0.34798534798534797
2023-04-21,Sunny,24,16,40,1,60,3,184,5837,5837,43,40,19,807858.02,259,182,77,580603.91,0.7027027027027027,0.2972972972972973
2023-04-22,Sunny,6,18,24,1,62,1,61,5851,5851,43,24,7,285968.8,83,48,35,166671.01,0.5783132530120482,0.42168674698795183
2023-04-23,Sunny,2,17,19,0,0,0,0,5835,5835,43,19,3,149289.68,42,16,26,57096.94,0.38095238095238093,0.6190476190476191
2023-04-24,Sunny,25,12,37,1,60,1,61,5724,5724,43,37,21,843539.37,277,171,106,531281.15,0.6173285198555957,0.38267148014440433
2023-04-25,Sunny,26,12,38,2,124,3,184,5659,5659,45,38,17,911378.77,280,189,91,616152.05,0.675,0.325
2023-04-26,Sunny,23,12,35,5,303,0,0,5825,5825,41,35,20,708685.43,229,137,92,437166.21,0.5982532751091703,0.4017467248908297
2023-04-27,Sunny,24,12,36,0,0,3,183,5651,5651,43,36,18,783964.25,247,174,73,560738.55,0.7044534412955465,0.29554655870445345
2023-04-28,Sunny,22,16,38,1,60,3,184,5590,5590,43,38,18,633637.74,206,121,85,377145.52,0.587378640776699,0.41262135922330095
2023-04-29,Sunny,6,15,21,1,63,2,122,5617,5617,44,21,7,262210.54,72,36,36,124714.43000000001,0.5,0.5
2023-04-30,Sunny,3,17,20,2,122,2,120,5711,5711,43,20,4,156566.2,42,28,14,104102.64,0.6666666666666666,0.3333333333333333
2023-05-01,Sunny,28,13,41,4,244,5,310,5762,5762,43,41,20,890966.14,283,193,90,614819.6,0.6819787985865724,0.31802120141342755
2023-05-02,Sunny,34,13,47,0,0,4,245,5592,5592,44,47,21,878163.01,280,170,110,540309.45,0.6071428571428571,0.39285714285714285
2023-05-03,Sunny,35,12,47,1,60,2,128,5474,5474,45,47,22,968487.6900000001,314,178,136,540563.88,0.5668789808917197,0.43312101910828027
2023-05-04,Sunny,24,13,37,0,0,1,60,5349,5349,48,37,18,774404.49,233,125,108,415488.79,0.5364806866952789,0.463519313304721
2023-05-05,Sunny,22,16,38,1,66,2,121,5295,5295,49,38,16,711414.92,219,120,99,383065.37,0.547945205479452,0.4520547945205479
2023-05-06,Sunny,7,22,29,0,0,0,0,5250,5250,49,29,6,264776.61,76,45,31,158862.38,0.5921052631578947,0.40789473684210525
2023-05-07,Sunny,3,19,22,1,62,0,0,5289,5289,49,22,4,141392.36,36,23,13,85376.22,0.6388888888888888,0.3611111111111111
2023-05-08,Sunny,29,12,41,2,127,2,128,5243,5243,51,41,23,949391.06,305,173,132,535281.18,0.5672131147540984,0.43278688524590164
2023-05-09,Sunny,32,11,43,4,252,4,244,5332,5332,53,43,24,820441.0599999999,265,163,102,503976.21,0.6150943396226415,0.3849056603773585
2023-05-10,Sunny,26,15,41,1,64,0,0,5281,5281,57,41,20,788013.1900000001,242,115,127,387894.89,0.47520661157024796,0.5247933884297521
2023-05-11,Sunny,30,12,42,1,60,4,244,5201,5201,58,42,19,837939.72,258,140,118,459989.5,0.5426356589147286,0.4573643410852713
2023-05-12,Sunny,24,15,39,0,0,1,60,5091,5091,60,39,20,722260.91,232,110,122,335406.81,0.47413793103448276,0.5258620689655172
2023-05-13,Sunny,7,21,28,0,0,1,60,5046,5046,60,28,8,306331.24,82,45,37,180757.0,0.5487804878048781,0.45121951219512196
2023-05-14,Sunny,2,18,20,3,186,0,0,5223,5223,58,20,3,117110.8,29,9,20,35515.38,0.3103448275862069,0.6896551724137931
2023-05-15,Sunny,23,12,35,1,60,3,183,5156,5156,58,35,15,740745.34,235,127,108,400281.26,0.5404255319148936,0.4595744680851064
2023-05-16,Sunny,33,13,46,1,60,3,182,5078,5078,58,46,23,1014432.44,316,138,178,458719.62,0.43670886075949367,0.5632911392405063
2023-05-17,Sunny,25,15,40,0,0,2,126,4968,4968,60,40,20,771104.41,235,110,125,373194.01,0.46808510638297873,0.5319148936170213
2023-05-18,Sunny,32,13,45,2,122,2,121,4958,4958,61,45,21,929680.4,288,132,156,427383.92,0.4583333333333333,0.5416666666666666
2023-05-19,Sunny,26,16,42,0,0,3,192,4839,4839,62,42,22,890248.5,290,119,171,370987.2,0.4103448275862069,0.5896551724137931
2023-05-20,Sunny,7,19,26,0,0,0,0,4794,4794,64,26,8,293560.07,85,45,40,153719.53,0.5294117647058824,0.47058823529411764
2023-05-21,Sunny,3,18,21,1,61,0,0,4838,4838,64,21,4,136348.48,33,17,16,71882.08,0.5151515151515151,0.48484848484848486
2023-05-22,Sunny,30,13,43,4,242,1,65,4929,4929,61,43,20,913248.78,294,151,143,470199.7,0.5136054421768708,0.48639455782312924
2023-05-23,Sunny,34,13,47,2,125,3,190,4896,4896,59,47,22,1046277.38,335,158,177,497655.84,0.4716417910447761,0.5283582089552239
2023-05-24,Sunny,29,14,43,1,63,1,62,4853,4853,60,43,19,841667.64,271,106,165,318830.93,0.39114391143911437,0.6088560885608856
2023-05-25,Sunny,28,15,43,2,123,4,245,4813,4813,65,43,18,799910.03,263,163,100,487820.43,0.6197718631178707,0.38022813688212925
2023-05-26,Sunny,26,18,44,0,0,0,0,4745,4745,69,44,16,720870.3099999999,222,68,154,209927.35,0.3063063063063063,0.6936936936936937
2023-05-27,Sunny,8,17,25,0,0,0,0,4709,4709,69,25,9,303532.29000000004,86,36,50,128220.86,0.4186046511627907,0.5813953488372093
2023-05-28,Sunny,3,16,19,2,124,0,0,4816,4816,70,19,4,184430.16999999998,45,17,28,83860.45,0.37777777777777777,0.6222222222222222
2023-05-29,Sunny,27,14,41,2,124,4,244,4800,4800,69,41,20,866249.15,286,140,146,404191.69,0.48951048951048953,0.5104895104895105
2023-05-30,Sunny,32,13,45,1,60,3,196,4733,4733,74,45,20,1064582.31,327,127,200,419104.05,0.38837920489296635,0.6116207951070336
2023-05-31,Sunny,27,14,41,3,188,4,242,4829,4829,72,41,20,746606.03,243,92,151,293633.16000000003,0.3786008230452675,0.6213991769547325
2023-06-01,Sunny,26,15,41,3,181,2,120,4923,4923,70,41,22,740817.58,227,87,140,269718.25,0.3832599118942731,0.6167400881057269
2023-06-02,Sunny,22,16,38,1,63,3,182,4903,4903,72,38,19,640491.49,192,83,109,288985.48,0.4322916666666667,0.5677083333333334
2023-06-03,Sunny,7,19,26,2,120,0,0,4981,4981,71,26,8,265121.88,75,42,33,139402.66,0.56,0.44
2023-06-04,Sunny,2,17,19,2,124,0,0,5090,5090,69,19,3,144591.22,36,15,21,65444.04,0.4166666666666667,0.5833333333333334
2023-06-05,Sunny,30,11,41,7,435,0,0,5422,5422,65,41,20,719930.17,233,103,130,316744.67,0.44206008583690987,0.5579399141630901
2023-06-06,Sunny,27,14,41,2,128,1,62,5428,5428,63,41,21,744159.1,239,122,117,383820.89,0.5104602510460251,0.4895397489539749
2023-06-07,Sunny,28,15,43,4,246,1,63,5519,5519,63,43,17,970615.09,302,155,147,516597.56,0.5132450331125827,0.4867549668874172
2023-06-08,Sunny,26,14,40,0,0,0,0,5382,5382,64,40,18,937056.44,296,137,159,437903.01,0.46283783783783783,0.5371621621621622
2023-06-09,Sunny,20,17,37,2,120,2,122,5445,5445,62,37,14,609240.23,186,57,129,177321.63,0.3064516129032258,0.6935483870967742
2023-06-10,Sunny,8,18,26,0,0,0,0,5408,5408,62,26,8,271711.35,80,37,43,117677.58,0.4625,0.5375
2023-06-11,Sunny,2,18,20,2,121,0,0,5507,5507,60,20,3,156333.56,38,22,16,89761.78,0.5789473684210527,0.42105263157894735
2023-06-12,Sunny,28,14,42,0,0,1,70,5347,5347,63,42,24,901481.14,278,160,118,530329.42,0.5755395683453237,0.4244604316546763
2023-06-13,Sunny,29,13,42,5,316,1,62,5532,5532,60,42,20,721149.18,223,131,92,422907.39,0.5874439461883408,0.4125560538116592
2023-06-14,Sunny,30,14,44,5,303,0,0,5693,5693,56,44,20,852319.77,275,142,133,442243.58,0.5163636363636364,0.48363636363636364
2023-06-15,Sunny,27,13,40,3,185,2,122,5722,5722,57,40,19,843322.5,264,156,108,472376.35,0.5909090909090909,0.4090909090909091
2023-06-16,Sunny,26,15,41,1,61,3,180,5676,5676,58,41,17,697347.2,216,107,109,345141.79,0.49537037037037035,0.5046296296296297
2023-06-17,Sunny,7,18,25,0,0,2,121,5632,5632,59,25,7,304925.35,93,44,49,141918.78,0.4731182795698925,0.5268817204301075
2023-06-18,Sunny,2,18,20,1,61,1,61,5662,5662,58,20,3,194713.5,44,31,13,137902.22,0.7045454545454546,0.29545454545454547
2023-06-19,Sunny,27,12,39,3,184,1,66,5701,5701,55,39,21,846246.23,264,145,119,466897.27,0.5492424242424242,0.45075757575757575
2023-06-20,Sunny,32,13,45,0,0,1,60,5543,5543,59,45,21,931943.16,296,158,138,499475.19,0.5337837837837838,0.46621621621621623
2023-06-21,Sunny,29,12,41,3,183,1,63,5570,5570,57,41,21,901452.42,305,156,149,473956.94,0.5114754098360655,0.4885245901639344
2023-06-22,Sunny,26,14,40,5,312,4,244,5757,5757,53,40,17,718010.31,221,125,96,395881.79,0.5656108597285068,0.4343891402714932
2023-06-23,Sunny,24,16,40,2,122,4,248,5759,5759,52,40,17,693425.5,216,120,96,386073.31,0.5555555555555556,0.4444444444444444
2023-06-24,Sunny,7,16,23,2,120,0,0,5833,5833,50,23,8,289999.36,80,46,34,178417.35,0.575,0.425
2023-06-25,Sunny,2,20,22,4,249,0,0,6061,6061,48,22,3,142178.32,37,21,16,84600.04000000001,0.5675675675675675,0.43243243243243246
2023-06-26,Sunny,27,12,39,4,245,1,61,6145,6145,45,39,22,727151.99,245,161,84,466466.89,0.6571428571428571,0.34285714285714286
2023-06-27,Sunny,28,13,41,2,128,3,184,6110,6110,44,41,17,780932.54,256,163,93,491858.66,0.63671875,0.36328125
2023-06-28,Sunny,29,12,41,1,60,3,185,5974,5974,46,41,22,966188.16,306,196,110,622643.7,0.6405228758169934,0.35947712418300654
2023-06-29,Sunny,28,14,42,3,182,4,245,5982,5982,46,42,22,812591.52,255,174,81,546952.18,0.6823529411764706,0.3176470588235294
2023-06-30,Sunny,23,18,41,0,0,2,125,5839,5839,49,41,19,637917.74,196,143,53,465290.31,0.7295918367346939,0.27040816326530615
2023-07-01,Sunny,6,16,22,0,0,1,60,5793,5793,49,22,7,248915.7,69,46,23,158043.17,0.6666666666666666,0.3333333333333333
2023-07-02,Sunny,2,20,22,0,0,0,0,5769,5769,51,22,3,145709.44,35,24,11,102952.92,0.6857142857142857,0.3142857142857143
2023-07-03,Sunny,24,11,35,4,244,2,124,5829,5829,47,35,18,774755.7,248,184,64,574500.08,0.7419354838709677,0.25806451612903225
2023-07-04,Sunny,27,11,38,0,0,1,61,5722,5722,47,38,18,569185.02,181,107,74,330387.02,0.5911602209944752,0.4088397790055249
2023-07-05,Sunny,27,12,39,4,244,2,124,5793,5793,45,39,21,767620.16,249,173,76,536061.25,0.6947791164658634,0.30522088353413657
2023-07-06,Sunny,19,12,31,1,60,3,183,5741,5741,46,31,16,606467.24,183,112,71,370179.92,0.6120218579234973,0.3879781420765027
2023-07-07,Sunny,17,14,31,1,60,3,184,5682,5682,48,31,14,618737.24,195,119,76,373909.77999999997,0.6102564102564103,0.38974358974358975
2023-07-08,Sunny,7,16,23,0,0,2,120,5643,5643,49,23,8,283371.78,89,39,50,131784.87,0.43820224719101125,0.5617977528089888
2023-07-09,Sunny,2,16,18,3,182,1,60,5794,5794,48,18,3,152422.5,39,31,8,116637.73999999999,0.7948717948717948,0.20512820512820512
2023-07-10,Sunny,21,10,31,3,182,1,61,5862,5862,48,31,16,614540.02,195,114,81,368232.85000000003,0.5846153846153846,0.4153846153846154
2023-07-11,Sunny,26,10,36,2,126,6,362,5835,5835,47,36,18,793299.75,250,153,97,492142.82,0.612,0.388
2023-07-12,Sunny,26,13,39,2,121,4,245,5795,5795,45,39,18,751574.13,235,161,74,516024.16000000003,0.6851063829787234,0.3148936170212766
2023-07-13,Sunny,23,12,35,3,192,1,61,5847,5847,44,35,16,630492.6,210,140,70,421506.93,0.6666666666666666,0.3333333333333333
2023-07-14,Sunny,21,13,34,0,0,3,185,5703,5703,45,34,19,621351.11,206,144,62,432065.66,0.6990291262135923,0.30097087378640774
2023-07-15,Sunny,8,17,25,0,0,1,60,5656,5656,45,25,8,266993.92,83,47,36,139599.38,0.5662650602409639,0.43373493975903615
2023-07-16,Sunny,2,17,19,2,125,0,0,5754,5754,44,19,3,149847.65,39,27,12,102288.25,0.6923076923076923,0.3076923076923077
2023-07-17,Sunny,19,11,30,3,190,2,120,5836,5836,43,30,16,555635.27,169,108,61,355818.5,0.6390532544378699,0.3609467455621302
2023-07-18,Sunny,30,11,41,1,62,1,62,5752,5752,46,41,21,836561.97,262,146,116,461550.35,0.5572519083969466,0.44274809160305345
2023-07-19,Sunny,23,12,35,3,185,3,182,5816,5816,46,35,15,673805.09,201,121,80,407684.64,0.6019900497512438,0.39800995024875624
2023-07-20,Sunny,24,13,37,0,0,3,182,5694,5694,48,37,20,762981.83,238,122,116,401190.34,0.5126050420168067,0.48739495798319327
2023-07-21,Sunny,21,14,35,0,0,2,125,5570,5570,51,35,17,591546.3,192,124,68,372112.79,0.6458333333333334,0.3541666666666667
2023-07-22,Sunny,7,19,26,0,0,0,0,5528,5528,52,26,8,271446.89,74,42,32,159718.62,0.5675675675675675,0.43243243243243246
2023-07-23,Sunny,2,18,20,4,244,1,64,5738,5738,49,20,3,207683.83000000002,52,34,18,139541.27,0.6538461538461539,0.34615384615384615
2023-07-24,Sunny,22,10,32,4,256,2,123,5902,5902,46,32,19,555295.52,177,92,85,290842.08,0.519774011299435,0.480225988700565
2023-07-25,Sunny,27,10,37,4,242,3,184,5987,5987,45,37,17,798614.3099999999,257,157,100,475431.98,0.6108949416342413,0.38910505836575876
2023-07-26,Sunny,24,13,37,1,60,0,0,5918,5918,45,37,17,684661.4,231,129,102,383101.03,0.5584415584415584,0.44155844155844154
2023-07-27,Sunny,20,12,32,3,182,0,0,5996,5996,48,32,17,598693.82,188,104,84,336050.35,0.5531914893617021,0.44680851063829785
2023-07-28,Sunny,22,13,35,0,0,2,123,5853,5853,52,35,17,717738.89,228,143,85,427402.55,0.6271929824561403,0.37280701754385964
2023-07-29,Sunny,7,18,25,0,0,1,61,5805,5805,52,25,6,285883.16,90,48,42,147796.0,0.5333333333333333,0.4666666666666667
2023-07-30,Sunny,2,16,18,1,61,1,60,5847,5847,52,18,3,130199.08,33,19,14,75682.42,0.5757575757575758,0.42424242424242425
2023-07-31,Sunny,28,12,40,1,62,4,246,5767,5767,52,40,24,826512.08,261,142,119,448761.3,0.5440613026819924,0.4559386973180077
2023-08-01,Sunny,24,9,33,1,63,1,63,5707,5707,52,33,19,713086.3,220,123,97,404570.2,0.5590909090909091,0.4409090909090909
2023-08-02,Sunny,24,10,34,0,0,2,125,5588,5588,53,34,18,768058.08,234,119,115,394506.35,0.5085470085470085,0.49145299145299143
2023-08-03,Sunny,22,11,33,1,62,2,122,5526,5526,52,33,20,817334.49,248,124,124,403803.76,0.5,0.5
2023-08-04,Sunny,18,12,30,0,0,0,0,5448,5448,52,30,14,506832.81,165,78,87,251558.25,0.4727272727272727,0.5272727272727272
