forecast_month,product_id,model_name,category,lookback_months,forecast_qty,actual_qty,forecast_error,absolute_error,absolute_percentage_error,seasonality_adjustment
2023-09-01,1106,Romero,Aggressive Trail,3,68,60,-8,8,0.13333333333333333,0.783
2023-10-01,1106,Romero,Aggressive Trail,3,57,51,-6,6,0.11764705882352941,0.738
2023-11-01,1106,Romero,Aggressive Trail,3,61,55,-6,6,0.10909090909090909,0.906
2023-12-01,1106,Romero,Aggressive Trail,3,41,37,-4,4,0.10810810810810811,0.735
2024-01-01,1106,Romero,Aggressive Trail,3,37,46,9,9,0.1956521739130435,0.767
2024-02-01,1106,Romero,Aggressive Trail,3,46,22,-24,24,1.0909090909090908,1.0
2024-03-01,1106,Romero,Aggressive Trail,3,52,48,-4,4,0.08333333333333333,1.5
2024-04-01,1106,Romero,Aggressive Trail,3,66,83,17,17,0.20481927710843373,1.714
2024-05-01,1106,Romero,Aggressive Trail,3,75,89,14,14,0.15730337078651685,1.473
2024-06-01,1106,Romero,Aggressive Trail,3,83,69,-14,14,0.2028985507246377,1.13
2024-07-01,1106,Romero,Aggressive Trail,3,72,66,-6,6,0.09090909090909091,0.896
2024-08-01,1106,Romero,Aggressive Trail,3,59,79,20,20,0.25316455696202533,0.789
2024-09-01,1106,Romero,Aggressive Trail,3,56,51,-5,5,0.09803921568627451,0.783
2024-10-01,1106,Romero,Aggressive Trail,3,48,74,26,26,0.35135135135135137,0.738
2024-11-01,1106,Romero,Aggressive Trail,3,62,56,-6,6,0.10714285714285714,0.906
2024-12-01,1106,Romero,Aggressive Trail,3,44,56,12,12,0.21428571428571427,0.735
2025-01-01,1106,Romero,Aggressive Trail,3,48,45,-3,3,0.06666666666666667,0.767
2025-02-01,1106,Romero,Aggressive Trail,3,52,53,1,1,0.018867924528301886,1.0
2025-03-01,1106,Romero,Aggressive Trail,3,77,61,-16,16,0.26229508196721313,1.5
2025-04-01,1106,Romero,Aggressive Trail,3,91,75,-16,16,0.21333333333333335,1.714
2025-05-01,1106,Romero,Aggressive Trail,3,93,94,1,1,0.010638297872340425,1.473
2025-06-01,1106,Romero,Aggressive Trail,3,87,94,7,7,0.07446808510638298,1.13
2025-07-01,1106,Romero,Aggressive Trail,3,79,88,9,9,0.10227272727272728,0.896
2025-08-01,1106,Romero,Aggressive Trail,3,73,64,-9,9,0.140625,0.789
2025-09-01,1106,Romero,Aggressive Trail,3,64,81,17,17,0.20987654320987653,0.783
2025-10-01,1106,Romero,Aggressive Trail,3,57,27,-30,30,1.1111111111111112,0.738
2025-11-01,1106,Romero,Aggressive Trail,3,52,37,-15,15,0.40540540540540543,0.906
2025-12-01,1106,Romero,Aggressive Trail,3,36,39,3,3,0.07692307692307693,0.735
2022-04-01,1107,Romero,Aggressive Trail,3,91,61,-30,30,0.4918032786885246,1.714
2022-05-01,1107,Romero,Aggressive Trail,3,90,116,26,26,0.22413793103448276,1.473
2022-06-01,1107,Romero,Aggressive Trail,3,87,90,3,3,0.03333333333333333,1.13
2022-07-01,1107,Romero,Aggressive Trail,3,80,77,-3,3,0.03896103896103896,0.896
2022-08-01,1107,Romero,Aggressive Trail,3,74,47,-27,27,0.574468085106383,0.789
2022-09-01,1107,Romero,Aggressive Trail,3,56,43,-13,13,0.3023255813953488,0.783
2022-10-01,1107,Romero,Aggressive Trail,3,41,55,14,14,0.2545454545454545,0.738
2022-11-01,1107,Romero,Aggressive Trail,3,44,38,-6,6,0.15789473684210525,0.906
2022-12-01,1107,Romero,Aggressive Trail,3,33,42,9,9,0.21428571428571427,0.735
2023-01-01,1107,Romero,Aggressive Trail,3,35,23,-12,12,0.5217391304347826,0.767
2023-02-01,1107,Romero,Aggressive Trail,3,34,50,16,16,0.32,1.0
2023-03-01,1107,Romero,Aggressive Trail,3,58,84,26,26,0.30952380952380953,1.5
2023-04-01,1107,Romero,Aggressive Trail,3,90,69,-21,21,0.30434782608695654,1.714
2023-05-01,1107,Romero,Aggressive Trail,3,100,96,-4,4,0.041666666666666664,1.473
2023-06-01,1107,Romero,Aggressive Trail,3,94,92,-2,2,0.021739130434782608,1.13
2023-07-01,1107,Romero,Aggressive Trail,3,77,53,-24,24,0.4528301886792453,0.896
2023-08-01,1107,Romero,Aggressive Trail,3,63,89,26,26,0.29213483146067415,0.789
2023-09-01,1107,Romero,Aggressive Trail,3,61,71,10,10,0.14084507042253522,0.783
2023-10-01,1107,Romero,Aggressive Trail,3,52,50,-2,2,0.04,0.738
2023-11-01,1107,Romero,Aggressive Trail,3,63,35,-28,28,0.8,0.906
2023-12-01,1107,Romero,Aggressive Trail,3,38,59,21,21,0.3559322033898305,0.735
2024-01-01,1107,Romero,Aggressive Trail,3,37,31,-6,6,0.1935483870967742,0.767
2024-02-01,1107,Romero,Aggressive Trail,3,42,52,10,10,0.19230769230769232,1.0
2024-03-01,1107,Romero,Aggressive Trail,3,71,71,0,0,0.0,1.5
2024-04-01,1107,Romero,Aggressive Trail,3,88,100,12,12,0.12,1.714
2024-05-01,1107,Romero,Aggressive Trail,3,109,99,-10,10,0.10101010101010101,1.473
2024-06-01,1107,Romero,Aggressive Trail,3,102,50,-52,52,1.04,1.13
2024-07-01,1107,Romero,Aggressive Trail,3,74,52,-22,22,0.4230769230769231,0.896
2024-08-01,1107,Romero,Aggressive Trail,3,53,84,31,31,0.36904761904761907,0.789
2024-09-01,1107,Romero,Aggressive Trail,3,49,39,-10,10,0.2564102564102564,0.783
2024-10-01,1107,Romero,Aggressive Trail,3,43,76,33,33,0.4342105263157895,0.738
2024-11-01,1107,Romero,Aggressive Trail,3,60,43,-17,17,0.3953488372093023,0.906
2024-12-01,1107,Romero,Aggressive Trail,3,39,30,-9,9,0.3,0.735
2025-01-01,1107,Romero,Aggressive Trail,3,38,41,3,3,0.07317073170731707,0.767
2025-02-01,1107,Romero,Aggressive Trail,3,38,45,7,7,0.15555555555555556,1.0
2025-03-01,1107,Romero,Aggressive Trail,3,58,43,-15,15,0.3488372093023256,1.5
2025-04-01,1107,Romero,Aggressive Trail,3,74,87,13,13,0.14942528735632185,1.714
2025-05-01,1107,Romero,Aggressive Trail,3,86,103,17,17,0.1650485436893204,1.473
2025-06-01,1107,Romero,Aggressive Trail,3,88,77,-11,11,0.14285714285714285,1.13
2025-07-01,1107,Romero,Aggressive Trail,3,80,84,4,4,0.047619047619047616,0.896
2025-08-01,1107,Romero,Aggressive Trail,3,69,59,-10,10,0.1694915254237288,0.789
2025-09-01,1107,Romero,Aggressive Trail,3,57,72,15,15,0.20833333333333334,0.783
2025-10-01,1107,Romero,Aggressive Trail,3,53,36,-17,17,0.4722222222222222,0.738
2025-11-01,1107,Romero,Aggressive Trail,3,50,36,-14,14,0.3888888888888889,0.906
2025-12-01,1107,Romero,Aggressive Trail,3,35,35,0,0,0.0,0.735
2022-04-01,1108,Romero,Aggressive Trail,3,92,74,-18,18,0.24324324324324326,1.714
2022-05-01,1108,Romero,Aggressive Trail,3,95,106,11,11,0.10377358490566038,1.473
2022-06-01,1108,Romero,Aggressive Trail,3,95,60,-35,35,0.5833333333333334,1.13
2022-07-01,1108,Romero,Aggressive Trail,3,72,89,17,17,0.19101123595505617,0.896
2022-08-01,1108,Romero,Aggressive Trail,3,67,47,-20,20,0.425531914893617,0.789
2022-09-01,1108,Romero,Aggressive Trail,3,51,38,-13,13,0.34210526315789475,0.783
2022-10-01,1108,Romero,Aggressive Trail,3,43,58,15,15,0.25862068965517243,0.738
2022-11-01,1108,Romero,Aggressive Trail,3,43,53,10,10,0.18867924528301888,0.906
2022-12-01,1108,Romero,Aggressive Trail,3,36,47,11,11,0.23404255319148937,0.735
2023-01-01,1108,Romero,Aggressive Trail,3,40,32,-8,8,0.25,0.767
2023-02-01,1108,Romero,Aggressive Trail,3,44,52,8,8,0.15384615384615385,1.0
2023-03-01,1108,Romero,Aggressive Trail,3,66,83,17,17,0.20481927710843373,1.5
2023-04-01,1108,Romero,Aggressive Trail,3,95,64,-31,31,0.484375,1.714
2023-05-01,1108,Romero,Aggressive Trail,3,98,81,-17,17,0.20987654320987653,1.473
2023-06-01,1108,Romero,Aggressive Trail,3,86,85,-1,1,0.011764705882352941,1.13
2023-07-01,1108,Romero,Aggressive Trail,3,69,76,7,7,0.09210526315789473,0.896
2023-08-01,1108,Romero,Aggressive Trail,3,64,48,-16,16,0.3333333333333333,0.789
2023-09-01,1108,Romero,Aggressive Trail,3,55,59,4,4,0.06779661016949153,0.783
2023-10-01,1108,Romero,Aggressive Trail,3,45,52,7,7,0.1346153846153846,0.738
2023-11-01,1108,Romero,Aggressive Trail,3,48,48,0,0,0.0,0.906
2023-12-01,1108,Romero,Aggressive Trail,3,39,51,12,12,0.23529411764705882,0.735
2024-01-01,1108,Romero,Aggressive Trail,3,39,49,10,10,0.20408163265306123,0.767
2024-02-01,1108,Romero,Aggressive Trail,3,49,51,2,2,0.0392156862745098,1.0
2024-03-01,1108,Romero,Aggressive Trail,3,76,66,-10,10,0.15151515151515152,1.5
2024-04-01,1108,Romero,Aggressive Trail,3,95,96,1,1,0.010416666666666666,1.714
2024-05-01,1108,Romero,Aggressive Trail,3,105,85,-20,20,0.23529411764705882,1.473
2024-06-01,1108,Romero,Aggressive Trail,3,93,92,-1,1,0.010869565217391304,1.13
2024-07-01,1108,Romero,Aggressive Trail,3,82,93,11,11,0.11827956989247312,0.896
2024-08-01,1108,Romero,Aggressive Trail,3,71,90,19,19,0.2111111111111111,0.789
2024-09-01,1108,Romero,Aggressive Trail,3,72,64,-8,8,0.125,0.783
2024-10-01,1108,Romero,Aggressive Trail,3,61,62,1,1,0.016129032258064516,0.738
2024-11-01,1108,Romero,Aggressive Trail,3,65,43,-22,22,0.5116279069767442,0.906
2024-12-01,1108,Romero,Aggressive Trail,3,41,30,-11,11,0.36666666666666664,0.735
2025-01-01,1108,Romero,Aggressive Trail,3,35,28,-7,7,0.25,0.767
2025-02-01,1108,Romero,Aggressive Trail,3,34,27,-7,7,0.25925925925925924,1.0
2025-03-01,1108,Romero,Aggressive Trail,3,42,70,28,28,0.4,1.5
2025-04-01,1108,Romero,Aggressive Trail,3,71,65,-6,6,0.09230769230769231,1.714
2025-05-01,1108,Romero,Aggressive Trail,3,80,104,24,24,0.23076923076923078,1.473
2025-06-01,1108,Romero,Aggressive Trail,3,90,79,-11,11,0.13924050632911392,1.13
2025-07-01,1108,Romero,Aggressive Trail,3,74,96,22,22,0.22916666666666666,0.896
2025-08-01,1108,Romero,Aggressive Trail,3,73,99,26,26,0.26262626262626265,0.789
2025-09-01,1108,Romero,Aggressive Trail,3,71,56,-15,15,0.26785714285714285,0.783
2025-10-01,1108,Romero,Aggressive Trail,3,62,64,2,2,0.03125,0.738
2025-11-01,1108,Romero,Aggressive Trail,3,66,42,-24,24,0.5714285714285714,0.906
2025-12-01,1108,Romero,Aggressive Trail,3,40,35,-5,5,0.14285714285714285,0.735
2022-04-01,1109,Romero,Aggressive Trail,3,55,50,-5,5,0.1,1.714
2022-05-01,1109,Romero,Aggressive Trail,3,62,69,7,7,0.10144927536231885,1.473
2022-06-01,1109,Romero,Aggressive Trail,3,61,78,17,17,0.21794871794871795,1.13
2022-07-01,1109,Romero,Aggressive Trail,3,59,66,7,7,0.10606060606060606,0.896
2022-08-01,1109,Romero,Aggressive Trail,3,56,69,13,13,0.18840579710144928,0.789
2022-09-01,1109,Romero,Aggressive Trail,3,56,43,-13,13,0.3023255813953488,0.783
2022-10-01,1109,Romero,Aggressive Trail,3,44,37,-7,7,0.1891891891891892,0.738
2022-11-01,1109,Romero,Aggressive Trail,3,45,35,-10,10,0.2857142857142857,0.906
2022-12-01,1109,Romero,Aggressive Trail,3,28,51,23,23,0.45098039215686275,0.735
2023-01-01,1109,Romero,Aggressive Trail,3,31,61,30,30,0.4918032786885246,0.767
2023-02-01,1109,Romero,Aggressive Trail,3,49,46,-3,3,0.06521739130434782,1.0
2023-03-01,1109,Romero,Aggressive Trail,3,79,41,-38,38,0.926829268292683,1.5
2023-04-01,1109,Romero,Aggressive Trail,3,85,53,-32,32,0.6037735849056604,1.714
2023-05-01,1109,Romero,Aggressive Trail,3,69,70,1,1,0.014285714285714285,1.473
2023-06-01,1109,Romero,Aggressive Trail,3,62,71,9,9,0.1267605633802817,1.13
2023-07-01,1109,Romero,Aggressive Trail,3,58,78,20,20,0.2564102564102564,0.896
2023-08-01,1109,Romero,Aggressive Trail,3,58,49,-9,9,0.1836734693877551,0.789
2023-09-01,1109,Romero,Aggressive Trail,3,52,63,11,11,0.1746031746031746,0.783
2023-10-01,1109,Romero,Aggressive Trail,3,47,19,-28,28,1.4736842105263157,0.738
2023-11-01,1109,Romero,Aggressive Trail,3,40,65,25,25,0.38461538461538464,0.906
2023-12-01,1109,Romero,Aggressive Trail,3,36,34,-2,2,0.058823529411764705,0.735
2024-01-01,1109,Romero,Aggressive Trail,3,30,51,21,21,0.4117647058823529,0.767
2024-02-01,1109,Romero,Aggressive Trail,3,50,46,-4,4,0.08695652173913043,1.0
2024-03-01,1109,Romero,Aggressive Trail,3,66,43,-23,23,0.5348837209302325,1.5
2024-04-01,1109,Romero,Aggressive Trail,3,80,97,17,17,0.17525773195876287,1.714
2024-05-01,1109,Romero,Aggressive Trail,3,91,68,-23,23,0.3382352941176471,1.473
2024-06-01,1109,Romero,Aggressive Trail,3,78,75,-3,3,0.04,1.13
2024-07-01,1109,Romero,Aggressive Trail,3,72,93,21,21,0.22580645161290322,0.896
2024-08-01,1109,Romero,Aggressive Trail,3,62,53,-9,9,0.16981132075471697,0.789
2024-09-01,1109,Romero,Aggressive Trail,3,58,55,-3,3,0.05454545454545454,0.783
2024-10-01,1109,Romero,Aggressive Trail,3,49,57,8,8,0.14035087719298245,0.738
2024-11-01,1109,Romero,Aggressive Trail,3,50,46,-4,4,0.08695652173913043,0.906
2024-12-01,1109,Romero,Aggressive Trail,3,39,29,-10,10,0.3448275862068966,0.735
2025-01-01,1109,Romero,Aggressive Trail,3,34,50,16,16,0.32,0.767
2025-02-01,1109,Romero,Aggressive Trail,3,42,59,17,17,0.288135593220339,1.0
2025-03-01,1109,Romero,Aggressive Trail,3,69,48,-21,21,0.4375,1.5
2025-04-01,1109,Romero,Aggressive Trail,3,90,88,-2,2,0.022727272727272728,1.714
2025-05-01,1109,Romero,Aggressive Trail,3,96,79,-17,17,0.21518987341772153,1.473
2025-06-01,1109,Romero,Aggressive Trail,3,81,91,10,10,0.10989010989010989,1.13
2025-07-01,1109,Romero,Aggressive Trail,3,77,59,-18,18,0.3050847457627119,0.896
2025-08-01,1109,Romero,Aggressive Trail,3,60,64,4,4,0.0625,0.789
2025-09-01,1109,Romero,Aggressive Trail,3,56,59,3,3,0.05084745762711865,0.783
2025-10-01,1109,Romero,Aggressive Trail,3,45,41,-4,4,0.0975609756097561,0.738
2025-11-01,1109,Romero,Aggressive Trail,3,50,48,-2,2,0.041666666666666664,0.906
2025-12-01,1109,Romero,Aggressive Trail,3,36,30,-6,6,0.2,0.735
2022-04-01,1110,Romero,Aggressive Trail,3,53,81,28,28,0.345679012345679,1.714
2022-05-01,1110,Romero,Aggressive Trail,3,69,73,4,4,0.0547945205479452,1.473
2022-06-01,1110,Romero,Aggressive Trail,3,75,72,-3,3,0.041666666666666664,1.13
2022-07-01,1110,Romero,Aggressive Trail,3,68,72,4,4,0.05555555555555555,0.896
2022-08-01,1110,Romero,Aggressive Trail,3,57,31,-26,26,0.8387096774193549,0.789
2022-09-01,1110,Romero,Aggressive Trail,3,46,51,5,5,0.09803921568627451,0.783
2022-10-01,1110,Romero,Aggressive Trail,3,38,44,6,6,0.13636363636363635,0.738
2022-11-01,1110,Romero,Aggressive Trail,3,38,49,11,11,0.22448979591836735,0.906
2022-12-01,1110,Romero,Aggressive Trail,3,35,37,2,2,0.05405405405405406,0.735
2023-01-01,1110,Romero,Aggressive Trail,3,33,46,13,13,0.2826086956521739,0.767
2023-02-01,1110,Romero,Aggressive Trail,3,44,15,-29,29,1.9333333333333333,1.0
2023-03-01,1110,Romero,Aggressive Trail,3,49,42,-7,7,0.16666666666666666,1.5
2023-04-01,1110,Romero,Aggressive Trail,3,59,56,-3,3,0.05357142857142857,1.714
2023-05-01,1110,Romero,Aggressive Trail,3,55,71,16,16,0.22535211267605634,1.473
2023-06-01,1110,Romero,Aggressive Trail,3,64,64,0,0,0.0,1.13
2023-07-01,1110,Romero,Aggressive Trail,3,57,52,-5,5,0.09615384615384616,0.896
2023-08-01,1110,Romero,Aggressive Trail,3,49,60,11,11,0.18333333333333332,0.789
2023-09-01,1110,Romero,Aggressive Trail,3,46,62,16,16,0.25806451612903225,0.783
2023-10-01,1110,Romero,Aggressive Trail,3,43,47,4,4,0.0851063829787234,0.738
2023-11-01,1110,Romero,Aggressive Trail,3,51,43,-8,8,0.18604651162790697,0.906
2023-12-01,1110,Romero,Aggressive Trail,3,37,39,2,2,0.05128205128205128,0.735
2024-01-01,1110,Romero,Aggressive Trail,3,33,23,-10,10,0.43478260869565216,0.767
2024-02-01,1110,Romero,Aggressive Trail,3,35,25,-10,10,0.4,1.0
2024-03-01,1110,Romero,Aggressive Trail,3,44,39,-5,5,0.1282051282051282,1.5
2024-04-01,1110,Romero,Aggressive Trail,3,50,59,9,9,0.15254237288135594,1.714
2024-05-01,1110,Romero,Aggressive Trail,3,60,87,27,27,0.3103448275862069,1.473
2024-06-01,1110,Romero,Aggressive Trail,3,70,60,-10,10,0.16666666666666666,1.13
2024-07-01,1110,Romero,Aggressive Trail,3,62,59,-3,3,0.05084745762711865,0.896
2024-08-01,1110,Romero,Aggressive Trail,3,54,70,16,16,0.22857142857142856,0.789
2024-09-01,1110,Romero,Aggressive Trail,3,49,38,-11,11,0.2894736842105263,0.783
2024-10-01,1110,Romero,Aggressive Trail,3,41,42,1,1,0.023809523809523808,0.738
2024-11-01,1110,Romero,Aggressive Trail,3,45,43,-2,2,0.046511627906976744,0.906
2024-12-01,1110,Romero,Aggressive Trail,3,30,36,6,6,0.16666666666666666,0.735
2025-01-01,1110,Romero,Aggressive Trail,3,31,31,0,0,0.0,0.767
2025-02-01,1110,Romero,Aggressive Trail,3,37,42,5,5,0.11904761904761904,1.0
2025-03-01,1110,Romero,Aggressive Trail,3,54,56,2,2,0.03571428571428571,1.5
2025-04-01,1110,Romero,Aggressive Trail,3,74,76,2,2,0.02631578947368421,1.714
2025-05-01,1110,Romero,Aggressive Trail,3,85,59,-26,26,0.4406779661016949,1.473
2025-06-01,1110,Romero,Aggressive Trail,3,72,82,10,10,0.12195121951219512,1.13
2025-07-01,1110,Romero,Aggressive Trail,3,65,94,29,29,0.30851063829787234,0.896
2025-08-01,1110,Romero,Aggressive Trail,3,62,72,10,10,0.1388888888888889,0.789
2025-09-01,1110,Romero,Aggressive Trail,3,65,13,-52,52,4.0,0.783
2025-10-01,1110,Romero,Aggressive Trail,3,44,42,-2,2,0.047619047619047616,0.738
2025-11-01,1110,Romero,Aggressive Trail,3,38,44,6,6,0.13636363636363635,0.906
2025-12-01,1110,Romero,Aggressive Trail,3,24,20,-4,4,0.2,0.735
2022-04-01,1111,Romero,Aggressive Trail,3,63,49,-14,14,0.2857142857142857,1.714
2022-05-01,1111,Romero,Aggressive Trail,3,68,100,32,32,0.32,1.473
2022-06-01,1111,Romero,Aggressive Trail,3,75,82,7,7,0.08536585365853659,1.13
2022-07-01,1111,Romero,Aggressive Trail,3,69,55,-14,14,0.2545454545454545,0.896
2022-08-01,1111,Romero,Aggressive Trail,3,62,59,-3,3,0.05084745762711865,0.789
2022-09-01,1111,Romero,Aggressive Trail,3,51,43,-8,8,0.18604651162790697,0.783
2022-10-01,1111,Romero,Aggressive Trail,3,39,23,-16,16,0.6956521739130435,0.738
2022-11-01,1111,Romero,Aggressive Trail,3,38,39,1,1,0.02564102564102564,0.906
2022-12-01,1111,Romero,Aggressive Trail,3,26,33,7,7,0.21212121212121213,0.735
2023-01-01,1111,Romero,Aggressive Trail,3,24,37,13,13,0.35135135135135137,0.767
2023-02-01,1111,Romero,Aggressive Trail,3,36,29,-7,7,0.2413793103448276,1.0
2023-03-01,1111,Romero,Aggressive Trail,3,50,46,-4,4,0.08695652173913043,1.5
2023-04-01,1111,Romero,Aggressive Trail,3,64,82,18,18,0.21951219512195122,1.714
2023-05-01,1111,Romero,Aggressive Trail,3,77,93,16,16,0.17204301075268819,1.473
2023-06-01,1111,Romero,Aggressive Trail,3,83,72,-11,11,0.1527777777777778,1.13
2023-07-01,1111,Romero,Aggressive Trail,3,74,71,-3,3,0.04225352112676056,0.896
2023-08-01,1111,Romero,Aggressive Trail,3,62,65,3,3,0.046153846153846156,0.789
2023-09-01,1111,Romero,Aggressive Trail,3,54,51,-3,3,0.058823529411764705,0.783
2023-10-01,1111,Romero,Aggressive Trail,3,46,55,9,9,0.16363636363636364,0.738
2023-11-01,1111,Romero,Aggressive Trail,3,52,34,-18,18,0.5294117647058824,0.906
2023-12-01,1111,Romero,Aggressive Trail,3,34,44,10,10,0.22727272727272727,0.735
2024-01-01,1111,Romero,Aggressive Trail,3,34,39,5,5,0.1282051282051282,0.767
2024-02-01,1111,Romero,Aggressive Trail,3,39,43,4,4,0.09302325581395349,1.0
2024-03-01,1111,Romero,Aggressive Trail,3,63,74,11,11,0.14864864864864866,1.5
2024-04-01,1111,Romero,Aggressive Trail,3,89,63,-26,26,0.4126984126984127,1.714
2024-05-01,1111,Romero,Aggressive Trail,3,88,95,7,7,0.07368421052631578,1.473
2024-06-01,1111,Romero,Aggressive Trail,3,87,50,-37,37,0.74,1.13
2024-07-01,1111,Romero,Aggressive Trail,3,62,82,20,20,0.24390243902439024,0.896
2024-08-01,1111,Romero,Aggressive Trail,3,60,68,8,8,0.11764705882352941,0.789
2024-09-01,1111,Romero,Aggressive Trail,3,52,56,4,4,0.07142857142857142,0.783
2024-10-01,1111,Romero,Aggressive Trail,3,51,51,0,0,0.0,0.738
2024-11-01,1111,Romero,Aggressive Trail,3,53,36,-17,17,0.4722222222222222,0.906
2024-12-01,1111,Romero,Aggressive Trail,3,35,31,-4,4,0.12903225806451613,0.735
2025-01-01,1111,Romero,Aggressive Trail,3,30,26,-4,4,0.15384615384615385,0.767
2025-02-01,1111,Romero,Aggressive Trail,3,31,46,15,15,0.32608695652173914,1.0
2025-03-01,1111,Romero,Aggressive Trail,3,52,54,2,2,0.037037037037037035,1.5
2025-04-01,1111,Romero,Aggressive Trail,3,72,78,6,6,0.07692307692307693,1.714
2025-05-01,1111,Romero,Aggressive Trail,3,87,89,2,2,0.02247191011235955,1.473
2025-06-01,1111,Romero,Aggressive Trail,3,83,69,-14,14,0.2028985507246377,1.13
2025-07-01,1111,Romero,Aggressive Trail,3,70,63,-7,7,0.1111111111111111,0.896
2025-08-01,1111,Romero,Aggressive Trail,3,58,56,-2,2,0.03571428571428571,0.789
2025-09-01,1111,Romero,Aggressive Trail,3,49,57,8,8,0.14035087719298245,0.783
2025-10-01,1111,Romero,Aggressive Trail,3,43,42,-1,1,0.023809523809523808,0.738
2025-11-01,1111,Romero,Aggressive Trail,3,47,32,-15,15,0.46875,0.906
2025-12-01,1111,Romero,Aggressive Trail,3,32,40,8,8,0.2,0.735
2022-04-01,1112,Romero,Aggressive Trail,3,70,79,9,9,0.11392405063291139,1.714
2022-05-01,1112,Romero,Aggressive Trail,3,81,71,-10,10,0.14084507042253522,1.473
2022-06-01,1112,Romero,Aggressive Trail,3,83,69,-14,14,0.2028985507246377,1.13
2022-07-01,1112,Romero,Aggressive Trail,3,65,49,-16,16,0.32653061224489793,0.896
2022-08-01,1112,Romero,Aggressive Trail,3,50,60,10,10,0.16666666666666666,0.789
2022-09-01,1112,Romero,Aggressive Trail,3,46,48,2,2,0.041666666666666664,0.783
2022-10-01,1112,Romero,Aggressive Trail,3,39,45,6,6,0.13333333333333333,0.738
2022-11-01,1112,Romero,Aggressive Trail,3,46,39,-7,7,0.1794871794871795,0.906
2022-12-01,1112,Romero,Aggressive Trail,3,32,26,-6,6,0.23076923076923078,0.735
2023-01-01,1112,Romero,Aggressive Trail,3,28,32,4,4,0.125,0.767
2023-02-01,1112,Romero,Aggressive Trail,3,32,29,-3,3,0.10344827586206896,1.0
2023-03-01,1112,Romero,Aggressive Trail,3,44,51,7,7,0.13725490196078433,1.5
2023-04-01,1112,Romero,Aggressive Trail,3,64,59,-5,5,0.0847457627118644,1.714
2023-05-01,1112,Romero,Aggressive Trail,3,68,88,20,20,0.22727272727272727,1.473
2023-06-01,1112,Romero,Aggressive Trail,3,75,74,-1,1,0.013513513513513514,1.13
2023-07-01,1112,Romero,Aggressive Trail,3,66,65,-1,1,0.015384615384615385,0.896
2023-08-01,1112,Romero,Aggressive Trail,3,60,50,-10,10,0.2,0.789
2023-09-01,1112,Romero,Aggressive Trail,3,49,50,1,1,0.02,0.783
2023-10-01,1112,Romero,Aggressive Trail,3,41,33,-8,8,0.24242424242424243,0.738
2023-11-01,1112,Romero,Aggressive Trail,3,40,56,16,16,0.2857142857142857,0.906
2023-12-01,1112,Romero,Aggressive Trail,3,34,29,-5,5,0.1724137931034483,0.735
2024-01-01,1112,Romero,Aggressive Trail,3,30,38,8,8,0.21052631578947367,0.767
2024-02-01,1112,Romero,Aggressive Trail,3,41,36,-5,5,0.1388888888888889,1.0
2024-03-01,1112,Romero,Aggressive Trail,3,52,55,3,3,0.05454545454545454,1.5
2024-04-01,1112,Romero,Aggressive Trail,3,74,84,10,10,0.11904761904761904,1.714
2024-05-01,1112,Romero,Aggressive Trail,3,86,80,-6,6,0.075,1.473
2024-06-01,1112,Romero,Aggressive Trail,3,83,66,-17,17,0.25757575757575757,1.13
2024-07-01,1112,Romero,Aggressive Trail,3,69,62,-7,7,0.11290322580645161,0.896
2024-08-01,1112,Romero,Aggressive Trail,3,55,76,21,21,0.27631578947368424,0.789
2024-09-01,1112,Romero,Aggressive Trail,3,53,43,-10,10,0.23255813953488372,0.783
2024-10-01,1112,Romero,Aggressive Trail,3,45,39,-6,6,0.15384615384615385,0.738
2024-11-01,1112,Romero,Aggressive Trail,3,48,30,-18,18,0.6,0.906
2024-12-01,1112,Romero,Aggressive Trail,3,27,25,-2,2,0.08,0.735
2025-01-01,1112,Romero,Aggressive Trail,3,24,51,27,27,0.5294117647058824,0.767
2025-02-01,1112,Romero,Aggressive Trail,3,35,27,-8,8,0.2962962962962963,1.0
2025-03-01,1112,Romero,Aggressive Trail,3,52,38,-14,14,0.3684210526315789,1.5
2025-04-01,1112,Romero,Aggressive Trail,3,66,98,32,32,0.32653061224489793,1.714
2025-05-01,1112,Romero,Aggressive Trail,3,80,88,8,8,0.09090909090909091,1.473
2025-06-01,1112,Romero,Aggressive Trail,3,84,65,-19,19,0.2923076923076923,1.13
2025-07-01,1112,Romero,Aggressive Trail,3,75,64,-11,11,0.171875,0.896
2025-08-01,1112,Romero,Aggressive Trail,3,57,60,3,3,0.05,0.789
2025-09-01,1112,Romero,Aggressive Trail,3,49,52,3,3,0.057692307692307696,0.783
2025-10-01,1112,Romero,Aggressive Trail,3,43,42,-1,1,0.023809523809523808,0.738
2025-11-01,1112,Romero,Aggressive Trail,3,46,57,11,11,0.19298245614035087,0.906
2025-12-01,1112,Romero,Aggressive Trail,3,37,42,5,5,0.11904761904761904,0.735
2022-04-01,1113,Romero,Aggressive Trail,3,77,49,-28,28,0.5714285714285714,1.714
2022-05-01,1113,Romero,Aggressive Trail,3,73,83,10,10,0.12048192771084337,1.473
2022-06-01,1113,Romero,Aggressive Trail,3,77,85,8,8,0.09411764705882353,1.13
2022-07-01,1113,Romero,Aggressive Trail,3,65,67,2,2,0.029850746268656716,0.896
2022-08-01,1113,Romero,Aggressive Trail,3,62,76,14,14,0.18421052631578946,0.789
