sales_order_id,order_date,customer_id,customer_name,sales_channel,order_status,payment_terms,warehouse,order_total
SO121483,2024-05-08,C0007,Red Rock Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,16636.75
SO121484,2024-05-08,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,46863.32
SO121485,2024-05-08,C0024,Teton Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,17026.1
SO121486,2024-05-08,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,16700.52
SO121487,2024-05-08,C0035,Adirondack Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,32233.5
SO121488,2024-05-08,C0023,Bozeman Bike Works,Dealer,Booked,Net 30,Phoenix Distribution Center,20276.1
SO121489,2024-05-08,C0014,Redwood Ride Shop,Dealer,Booked,Net 30,Phoenix Distribution Center,35456.56
SO121490,2024-05-08,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,24703.36
SO121491,2024-05-08,C0035,Adirondack Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,23785.45
SO121492,2024-05-08,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,16352.52
SO121493,2024-05-08,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,24051.04
SO121494,2024-05-08,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,12644.9
SO121495,2024-05-08,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,29007.94
SO121496,2024-05-08,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121497,2024-05-08,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO121498,2024-05-08,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO121499,2024-05-08,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO121500,2024-05-08,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121501,2024-05-08,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121502,2024-05-08,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121503,2024-05-08,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121504,2024-05-08,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO121505,2024-05-08,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121506,2024-05-08,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121507,2024-05-08,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121508,2024-05-08,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121509,2024-05-08,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO121510,2024-05-08,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121511,2024-05-09,C0036,Pine Tree Bicycles,Dealer,Booked,Net 30,Phoenix Distribution Center,42371.55
SO121512,2024-05-09,C0014,Redwood Ride Shop,Dealer,Booked,Net 30,Phoenix Distribution Center,22502.28
SO121513,2024-05-09,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,22687.04
SO121514,2024-05-09,C0029,River Bend Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,36392.85
SO121515,2024-05-09,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,9546.14
SO121516,2024-05-09,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,60194.72
SO121517,2024-05-09,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,34445.62
SO121518,2024-05-09,C0004,Sonoran Bike Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,28390.42
SO121519,2024-05-09,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,32545.66
SO121520,2024-05-09,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,40664.56
SO121521,2024-05-09,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,26035.04
SO121522,2024-05-09,C0014,Redwood Ride Shop,Dealer,Booked,Net 30,Phoenix Distribution Center,14008.9
SO121523,2024-05-09,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,26675.36
SO121524,2024-05-09,C0012,Rain City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,43085.9
SO121525,2024-05-09,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,33111.04
SO121526,2024-05-09,C0024,Teton Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,39705.25
SO121527,2024-05-09,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,15466.1
SO121528,2024-05-09,C0007,Red Rock Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,46790.9
SO121529,2024-05-09,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,14205.94
SO121530,2024-05-09,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,5914.84
SO121531,2024-05-09,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,24671.04
SO121532,2024-05-09,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,14876.28
SO121533,2024-05-09,C0024,Teton Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,47050.25
SO121534,2024-05-09,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,19959.66
SO121535,2024-05-09,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,22811.04
SO121536,2024-05-09,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,33970.42
SO121537,2024-05-09,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,34966.46
SO121538,2024-05-09,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121539,2024-05-09,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,12398.0
SO121540,2024-05-09,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121541,2024-05-09,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121542,2024-05-09,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7898.0
SO121543,2024-05-09,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121544,2024-05-09,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121545,2024-05-09,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121546,2024-05-09,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121547,2024-05-09,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6998.0
SO121548,2024-05-09,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121549,2024-05-09,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121550,2024-05-09,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121551,2024-05-09,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121552,2024-05-09,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7898.0
SO121553,2024-05-09,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6598.0
SO121554,2024-05-10,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,26732.78
SO121555,2024-05-10,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,45995.94
SO121556,2024-05-10,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,17976.52
SO121557,2024-05-10,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,28638.42
SO121558,2024-05-10,C0027,Prairie Trail Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,21447.66
SO121559,2024-05-10,C0021,Rocky Peak Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,7018.7
SO121560,2024-05-10,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,10786.26
SO121561,2024-05-10,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,12706.28
SO121562,2024-05-10,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,61876.72
SO121563,2024-05-10,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,16989.36
SO121564,2024-05-10,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,33575.62
SO121565,2024-05-10,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,29459.36
SO121566,2024-05-10,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,30681.94
SO121567,2024-05-10,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,11900.9
SO121568,2024-05-10,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,25167.36
SO121569,2024-05-10,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,19710.42
SO121570,2024-05-10,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,11405.52
SO121571,2024-05-10,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,38185.18
SO121572,2024-05-10,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,46739.3
SO121573,2024-05-10,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,28079.8
SO121574,2024-05-10,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,30807.18
SO121575,2024-05-10,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,21571.94
SO121576,2024-05-10,C0026,Great Lakes Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,40485.9
SO121577,2024-05-10,C0005,Mesa Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,39899.6
SO121578,2024-05-10,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,18100.28
SO121579,2024-05-10,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121580,2024-05-10,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121581,2024-05-10,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121582,2024-05-10,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO121583,2024-05-10,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO121584,2024-05-10,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121585,2024-05-10,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121586,2024-05-10,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO121587,2024-05-10,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121588,2024-05-10,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,8598.0
SO121589,2024-05-10,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121590,2024-05-10,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121591,2024-05-10,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,10798.0
SO121592,2024-05-10,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7898.0
SO121593,2024-05-10,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO121594,2024-05-10,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO121595,2024-05-10,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121596,2024-05-11,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,39176.56
SO121597,2024-05-11,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,33749.62
SO121598,2024-05-11,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,28514.42
SO121599,2024-05-11,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,45129.18
SO121600,2024-05-11,C0016,Coastal Gravel Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,28202.2
SO121601,2024-05-11,C0021,Rocky Peak Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,29958.5
SO121602,2024-05-11,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,49714.7
SO121603,2024-05-11,C0026,Great Lakes Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,26514.15
SO121604,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121605,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6798.0
SO121606,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121607,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121608,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121609,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121610,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121611,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121612,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO121613,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121614,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO121615,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121616,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121617,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121618,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121619,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121620,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121621,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121622,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121623,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121624,2024-05-11,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121625,2024-05-12,C0028,Windy City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,18196.75
SO121626,2024-05-12,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,22502.28
SO121627,2024-05-12,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,14008.28
SO121628,2024-05-12,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121629,2024-05-12,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121630,2024-05-12,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121631,2024-05-12,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO121632,2024-05-12,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121633,2024-05-12,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121634,2024-05-12,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,11398.0
SO121635,2024-05-12,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO121636,2024-05-12,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121637,2024-05-12,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO121638,2024-05-12,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121639,2024-05-12,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121640,2024-05-12,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121641,2024-05-12,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO121642,2024-05-12,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9198.0
SO121643,2024-05-12,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121644,2024-05-13,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,7190.84
SO121645,2024-05-13,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,21943.66
SO121646,2024-05-13,C0023,Bozeman Bike Works,Dealer,Booked,Net 30,Phoenix Distribution Center,39772.85
SO121647,2024-05-13,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,35333.18
SO121648,2024-05-13,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,18099.66
SO121649,2024-05-13,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,21323.66
SO121650,2024-05-13,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,23079.36
SO121651,2024-05-13,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,47854.08
SO121652,2024-05-13,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,30499.04
SO121653,2024-05-13,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,30793.36
SO121654,2024-05-13,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,18906.28
SO121655,2024-05-13,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,12699.68
SO121656,2024-05-13,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,37070.42
SO121657,2024-05-13,C0026,Great Lakes Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,20276.1
SO121658,2024-05-13,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,18324.52
SO121659,2024-05-13,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,48723.32
SO121660,2024-05-13,C0016,Coastal Gravel Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,19429.8
SO121661,2024-05-13,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,19959.66
SO121662,2024-05-13,C0021,Rocky Peak Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,55888.95
SO121663,2024-05-13,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,5624.84
SO121664,2024-05-13,C0027,Prairie Trail Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,16116.9
SO121665,2024-05-13,C0016,Coastal Gravel Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,44513.3
SO121666,2024-05-13,C0024,Teton Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,32558.5
SO121667,2024-05-13,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,43432.14
SO121668,2024-05-13,C0026,Great Lakes Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,6173.7
SO121669,2024-05-13,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,18471.04
SO121670,2024-05-13,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121671,2024-05-13,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121672,2024-05-13,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121673,2024-05-13,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121674,2024-05-13,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121675,2024-05-13,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO121676,2024-05-13,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,14998.0
SO121677,2024-05-13,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9198.0
SO121678,2024-05-13,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7898.0
SO121679,2024-05-13,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6598.0
SO121680,2024-05-13,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO121681,2024-05-13,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121682,2024-05-13,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121683,2024-05-14,C0028,Windy City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,35482.85
SO121684,2024-05-14,C0036,Pine Tree Bicycles,Dealer,Booked,Net 30,Phoenix Distribution Center,26189.15
SO121685,2024-05-14,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,37751.04
SO121686,2024-05-14,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,45622.08
SO121687,2024-05-14,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,29629.8
SO121688,2024-05-14,C0036,Pine Tree Bicycles,Dealer,Booked,Net 30,Phoenix Distribution Center,42176.55
SO121689,2024-05-14,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,10380.26
SO121690,2024-05-14,C0028,Windy City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,15206.1
SO121691,2024-05-14,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,37562.08
SO121692,2024-05-14,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,23430.42
SO121693,2024-05-14,C0027,Prairie Trail Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,40912.56
SO121694,2024-05-14,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,18716.75
SO121695,2024-05-14,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,16860.28
SO121696,2024-05-14,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,30745.8
SO121697,2024-05-14,C0021,Rocky Peak Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,37952.2
SO121698,2024-05-14,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,20950.42
SO121699,2024-05-14,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,32481.8
SO121700,2024-05-14,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,8554.14
SO121701,2024-05-14,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,38183.94
SO121702,2024-05-14,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,48725.18
SO121703,2024-05-14,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,19716.52
SO121704,2024-05-14,C0028,Windy City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,18391.75
SO121705,2024-05-14,C0016,Coastal Gravel Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,17999.8
SO121706,2024-05-14,C0021,Rocky Peak Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,35351.55
SO121707,2024-05-14,C0004,Sonoran Bike Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,36573.18
SO121708,2024-05-14,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,36449.18
SO121709,2024-05-14,C0014,Redwood Ride Shop,Dealer,Booked,Net 30,Phoenix Distribution Center,32667.8
SO121710,2024-05-14,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,16641.36
SO121711,2024-05-14,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,33224.56
SO121712,2024-05-14,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121713,2024-05-14,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO121714,2024-05-14,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO121715,2024-05-14,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO121716,2024-05-14,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO121717,2024-05-14,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121718,2024-05-14,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO121719,2024-05-14,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO121720,2024-05-14,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO121721,2024-05-14,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
