purchase_order_id,product_id,supplier_id,supplier_name,order_date,expected_receipt_date,actual_receipt_date,lead_time_days,ordered_qty,received_qty,po_status
PO51072,1048,S001,Merida Industry,2023-12-06,2024-01-30,2024-01-30,55,60,60,Received
PO51073,1051,S001,Merida Industry,2023-12-06,2024-01-30,2024-01-30,55,62,62,Received
PO51074,1114,S001,Merida Industry,2023-12-06,2024-01-30,2024-01-30,55,60,60,Received
PO51075,1139,S001,Merida Industry,2023-12-06,2024-01-30,2024-01-30,55,61,61,Received
PO51076,1026,S001,Merida Industry,2023-12-07,2024-01-31,2024-01-31,55,60,60,Received
PO51077,1071,S001,Merida Industry,2023-12-07,2024-01-31,2024-01-31,55,61,61,Received
PO51078,1141,S001,Merida Industry,2023-12-07,2024-01-31,2024-01-31,55,61,61,Received
PO51079,1120,S001,Merida Industry,2023-12-08,2024-02-01,2024-02-01,55,61,61,Received
PO51080,1135,S001,Merida Industry,2023-12-08,2024-02-01,2024-02-01,55,61,61,Received
PO51081,1102,S001,Merida Industry,2023-12-11,2024-02-04,2024-02-04,55,60,60,Received
PO51082,1106,S001,Merida Industry,2023-12-11,2024-02-04,2024-02-04,55,64,64,Received
PO51083,1130,S001,Merida Industry,2023-12-11,2024-02-04,2024-02-04,55,60,60,Received
PO51084,1052,S001,Merida Industry,2023-12-13,2024-02-06,2024-02-06,55,61,61,Received
PO51085,1113,S001,Merida Industry,2023-12-13,2024-02-06,2024-02-06,55,61,61,Received
PO51086,1083,S001,Merida Industry,2023-12-16,2024-02-09,2024-02-09,55,61,61,Received
PO51087,1082,S001,Merida Industry,2023-12-18,2024-02-11,2024-02-11,55,60,60,Received
PO51088,1137,S001,Merida Industry,2023-12-18,2024-02-11,2024-02-11,55,60,60,Received
PO51089,1060,S001,Merida Industry,2023-12-19,2024-02-12,2024-02-12,55,60,60,Received
PO51090,1075,S001,Merida Industry,2023-12-19,2024-02-12,2024-02-12,55,61,61,Received
PO51091,1162,S001,Merida Industry,2023-12-19,2024-02-12,2024-02-12,55,62,62,Received
PO51092,1021,S001,Merida Industry,2023-12-20,2024-02-13,2024-02-13,55,61,61,Received
PO51093,1018,S001,Merida Industry,2023-12-21,2024-02-14,2024-02-14,55,60,60,Received
PO51094,1125,S001,Merida Industry,2023-12-21,2024-02-14,2024-02-14,55,61,61,Received
PO51095,1013,S001,Merida Industry,2023-12-22,2024-02-15,2024-02-15,55,60,60,Received
PO51096,1107,S001,Merida Industry,2023-12-23,2024-02-16,2024-02-16,55,61,61,Received
PO51097,1064,S001,Merida Industry,2023-12-25,2024-02-18,2024-02-18,55,61,61,Received
PO51098,1149,S001,Merida Industry,2023-12-25,2024-02-18,2024-02-18,55,61,61,Received
PO51099,1199,S002,Ideal Bike Corp,2023-12-25,2024-02-08,2024-02-08,45,63,63,Received
PO51100,1008,S001,Merida Industry,2023-12-26,2024-02-19,2024-02-19,55,61,61,Received
PO51101,1117,S001,Merida Industry,2023-12-26,2024-02-19,2024-02-19,55,60,60,Received
PO51102,1053,S001,Merida Industry,2023-12-28,2024-02-21,2024-02-21,55,62,62,Received
PO51103,1084,S001,Merida Industry,2023-12-28,2024-02-21,2024-02-21,55,60,60,Received
PO51104,1105,S001,Merida Industry,2023-12-28,2024-02-21,2024-02-21,55,60,60,Received
PO51105,1038,S001,Merida Industry,2024-01-02,2024-02-26,2024-02-26,55,60,60,Received
PO51106,1085,S001,Merida Industry,2024-01-02,2024-02-26,2024-02-26,55,61,61,Received
PO51107,1111,S001,Merida Industry,2024-01-03,2024-02-27,2024-02-27,55,61,61,Received
PO51108,1118,S001,Merida Industry,2024-01-04,2024-02-28,2024-02-28,55,63,63,Received
PO51109,1012,S001,Merida Industry,2024-01-06,2024-03-01,2024-03-01,55,60,60,Received
PO51110,1136,S001,Merida Industry,2024-01-06,2024-03-01,2024-03-01,55,61,61,Received
PO51111,1202,S002,Ideal Bike Corp,2024-01-07,2024-02-21,2024-02-21,45,60,60,Received
PO51112,1079,S001,Merida Industry,2024-01-08,2024-03-03,2024-03-03,55,60,60,Received
PO51113,1115,S001,Merida Industry,2024-01-09,2024-03-04,2024-03-04,55,61,61,Received
PO51114,1036,S001,Merida Industry,2024-01-10,2024-03-05,2024-03-05,55,60,60,Received
PO51115,1007,S001,Merida Industry,2024-01-13,2024-03-08,2024-03-08,55,60,60,Received
PO51116,1037,S001,Merida Industry,2024-01-16,2024-03-11,2024-03-11,55,60,60,Received
PO51117,1112,S001,Merida Industry,2024-01-16,2024-03-11,2024-03-11,55,62,62,Received
PO51118,1011,S001,Merida Industry,2024-01-17,2024-03-12,2024-03-12,55,60,60,Received
PO51119,1081,S001,Merida Industry,2024-01-17,2024-03-12,2024-03-12,55,60,60,Received
PO51120,1205,S002,Ideal Bike Corp,2024-01-17,2024-03-02,2024-03-02,45,61,61,Received
PO51121,1168,S001,Merida Industry,2024-01-18,2024-03-13,2024-03-13,55,64,64,Received
PO51122,1067,S001,Merida Industry,2024-01-19,2024-03-14,2024-03-14,55,60,60,Received
PO51123,1070,S001,Merida Industry,2024-01-20,2024-03-15,2024-03-15,55,62,62,Received
PO51124,1089,S001,Merida Industry,2024-01-22,2024-03-17,2024-03-17,55,60,60,Received
PO51125,1142,S001,Merida Industry,2024-01-22,2024-03-17,2024-03-17,55,63,63,Received
PO51126,1194,S002,Ideal Bike Corp,2024-01-23,2024-03-08,2024-03-08,45,61,61,Received
PO51127,1019,S001,Merida Industry,2024-01-24,2024-03-19,2024-03-19,55,60,60,Received
PO51128,1176,S001,Merida Industry,2024-01-25,2024-03-20,2024-03-20,55,60,60,Received
PO51129,1072,S001,Merida Industry,2024-01-26,2024-03-21,2024-03-21,55,61,61,Received
PO51130,1046,S001,Merida Industry,2024-01-29,2024-03-24,2024-03-24,55,60,60,Received
PO51131,1160,S001,Merida Industry,2024-01-30,2024-03-25,2024-03-25,55,60,60,Received
PO51132,1058,S001,Merida Industry,2024-01-31,2024-03-26,2024-03-26,55,61,61,Received
PO51133,1129,S001,Merida Industry,2024-01-31,2024-03-26,2024-03-26,55,62,62,Received
PO51134,1040,S001,Merida Industry,2024-02-01,2024-03-27,2024-03-27,55,60,60,Received
PO51135,1059,S001,Merida Industry,2024-02-01,2024-03-27,2024-03-27,55,61,61,Received
PO51136,1076,S001,Merida Industry,2024-02-01,2024-03-27,2024-03-27,55,60,60,Received
PO51137,1121,S001,Merida Industry,2024-02-01,2024-03-27,2024-03-27,55,61,61,Received
PO51138,1074,S001,Merida Industry,2024-02-02,2024-03-28,2024-03-28,55,60,60,Received
PO51139,1095,S001,Merida Industry,2024-02-02,2024-03-28,2024-03-28,55,60,60,Received
PO51140,1109,S001,Merida Industry,2024-02-02,2024-03-28,2024-03-28,55,62,62,Received
PO51141,1148,S001,Merida Industry,2024-02-02,2024-03-28,2024-03-28,55,60,60,Received
PO51142,1145,S001,Merida Industry,2024-02-05,2024-03-31,2024-03-31,55,60,60,Received
PO51143,1108,S001,Merida Industry,2024-02-06,2024-04-01,2024-04-01,55,61,61,Received
PO51144,1134,S001,Merida Industry,2024-02-06,2024-04-01,2024-04-01,55,61,61,Received
PO51145,1069,S001,Merida Industry,2024-02-07,2024-04-02,2024-04-02,55,60,60,Received
PO51146,1087,S001,Merida Industry,2024-02-07,2024-04-02,2024-04-02,55,63,63,Received
PO51147,1088,S001,Merida Industry,2024-02-08,2024-04-03,2024-04-03,55,60,60,Received
PO51148,1090,S001,Merida Industry,2024-02-08,2024-04-03,2024-04-03,55,60,60,Received
PO51149,1099,S001,Merida Industry,2024-02-08,2024-04-03,2024-04-03,55,62,62,Received
PO51150,1133,S001,Merida Industry,2024-02-08,2024-04-03,2024-04-03,55,60,60,Received
PO51151,1050,S001,Merida Industry,2024-02-09,2024-04-04,2024-04-04,55,61,61,Received
PO51152,1068,S001,Merida Industry,2024-02-09,2024-04-04,2024-04-04,55,61,61,Received
PO51153,1078,S001,Merida Industry,2024-02-09,2024-04-04,2024-04-04,55,61,61,Received
PO51154,1150,S001,Merida Industry,2024-02-09,2024-04-04,2024-04-04,55,60,60,Received
PO51155,1073,S001,Merida Industry,2024-02-11,2024-04-06,2024-04-06,55,60,60,Received
PO51156,1097,S001,Merida Industry,2024-02-12,2024-04-07,2024-04-07,55,60,60,Received
PO51157,1100,S001,Merida Industry,2024-02-15,2024-04-10,2024-04-10,55,61,61,Received
PO51158,1104,S001,Merida Industry,2024-02-16,2024-04-11,2024-04-11,55,64,64,Received
PO51159,1172,S001,Merida Industry,2024-02-17,2024-04-12,2024-04-12,55,61,61,Received
PO51160,1016,S001,Merida Industry,2024-02-19,2024-04-14,2024-04-14,55,68,68,Received
PO51161,1077,S001,Merida Industry,2024-02-19,2024-04-14,2024-04-14,55,61,61,Received
PO51162,1030,S001,Merida Industry,2024-02-20,2024-04-15,2024-04-15,55,61,61,Received
PO51163,1014,S001,Merida Industry,2024-02-21,2024-04-16,2024-04-16,55,62,62,Received
PO51164,1106,S001,Merida Industry,2024-02-21,2024-04-16,2024-04-16,55,60,60,Received
PO51165,1066,S001,Merida Industry,2024-02-22,2024-04-17,2024-04-17,55,60,60,Received
PO51166,1138,S001,Merida Industry,2024-02-22,2024-04-17,2024-04-17,55,61,61,Received
PO51167,1140,S001,Merida Industry,2024-02-22,2024-04-17,2024-04-17,55,62,62,Received
PO51168,1143,S001,Merida Industry,2024-02-22,2024-04-17,2024-04-17,55,60,60,Received
PO51169,1044,S001,Merida Industry,2024-02-23,2024-04-18,2024-04-18,55,61,61,Received
PO51170,1080,S001,Merida Industry,2024-02-23,2024-04-18,2024-04-18,55,60,60,Received
PO51171,1017,S001,Merida Industry,2024-02-26,2024-04-21,2024-04-21,55,60,60,Received
PO51172,1103,S001,Merida Industry,2024-02-26,2024-04-21,2024-04-21,55,63,63,Received
PO51173,1110,S001,Merida Industry,2024-02-26,2024-04-21,2024-04-21,55,64,64,Received
PO51174,1114,S001,Merida Industry,2024-02-26,2024-04-21,2024-04-21,55,61,61,Received
PO51175,1116,S001,Merida Industry,2024-02-28,2024-04-23,2024-04-23,55,60,60,Received
PO51176,1027,S001,Merida Industry,2024-02-29,2024-04-24,2024-04-24,55,60,60,Received
PO51177,1159,S001,Merida Industry,2024-02-29,2024-04-24,2024-04-24,55,64,64,Received
PO51178,1113,S001,Merida Industry,2024-03-02,2024-04-26,2024-04-26,55,62,62,Received
PO51179,1061,S001,Merida Industry,2024-03-04,2024-04-28,2024-04-28,55,60,60,Received
PO51180,1086,S001,Merida Industry,2024-03-04,2024-04-28,2024-04-28,55,60,60,Received
PO51181,1166,S001,Merida Industry,2024-03-04,2024-04-28,2024-04-28,55,60,60,Received
PO51182,1009,S001,Merida Industry,2024-03-05,2024-04-29,2024-04-29,55,62,62,Received
PO51183,1049,S001,Merida Industry,2024-03-05,2024-04-29,2024-04-29,55,60,60,Received
PO51184,1022,S001,Merida Industry,2024-03-06,2024-04-30,2024-04-30,55,61,61,Received
PO51185,1045,S001,Merida Industry,2024-03-06,2024-04-30,2024-04-30,55,60,60,Received
PO51186,1119,S001,Merida Industry,2024-03-06,2024-04-30,2024-04-30,55,60,60,Received
PO51187,1132,S001,Merida Industry,2024-03-07,2024-05-01,2024-05-01,55,61,61,Received
PO51188,1141,S001,Merida Industry,2024-03-07,2024-05-01,2024-05-01,55,61,61,Received
PO51189,1135,S001,Merida Industry,2024-03-08,2024-05-02,2024-05-02,55,61,61,Received
PO51190,1163,S001,Merida Industry,2024-03-08,2024-05-02,2024-05-02,55,61,61,Received
PO51191,1084,S001,Merida Industry,2024-03-09,2024-05-03,2024-05-03,55,60,60,Received
PO51192,1054,S001,Merida Industry,2024-03-12,2024-05-06,2024-05-06,55,60,60,Received
PO51193,1082,S001,Merida Industry,2024-03-12,2024-05-06,2024-05-06,55,66,66,Received
PO51194,1127,S001,Merida Industry,2024-03-12,2024-05-06,2024-05-06,55,60,60,Received
PO51195,1102,S001,Merida Industry,2024-03-13,2024-05-07,2024-05-07,55,61,61,Received
PO51196,1107,S001,Merida Industry,2024-03-13,2024-05-07,2024-05-07,55,60,60,Received
PO51197,1131,S001,Merida Industry,2024-03-13,2024-05-07,2024-05-07,55,60,60,Received
PO51198,1015,S001,Merida Industry,2024-03-14,2024-05-08,2024-05-08,55,61,61,Received
PO51199,1020,S001,Merida Industry,2024-03-14,2024-05-08,2024-05-08,55,63,63,Received
PO51200,1075,S001,Merida Industry,2024-03-14,2024-05-08,2024-05-08,55,60,60,Received
PO51201,1167,S001,Merida Industry,2024-03-15,2024-05-09,2024-05-09,55,60,60,Received
PO51202,1023,S001,Merida Industry,2024-03-16,2024-05-10,2024-05-10,55,60,60,Received
PO51203,1024,S001,Merida Industry,2024-03-16,2024-05-10,2024-05-10,55,60,60,Received
PO51204,1047,S001,Merida Industry,2024-03-16,2024-05-10,2024-05-10,55,60,60,Received
PO51205,1094,S001,Merida Industry,2024-03-16,2024-05-10,2024-05-10,55,61,61,Received
PO51206,1098,S001,Merida Industry,2024-03-17,2024-05-11,2024-05-11,55,60,60,Received
PO51207,1065,S001,Merida Industry,2024-03-18,2024-05-12,2024-05-12,55,61,61,Received
PO51208,1137,S001,Merida Industry,2024-03-18,2024-05-12,2024-05-12,55,61,61,Received
PO51209,1021,S001,Merida Industry,2024-03-19,2024-05-13,2024-05-13,55,61,61,Received
PO51210,1093,S001,Merida Industry,2024-03-19,2024-05-13,2024-05-13,55,60,60,Received
PO51211,1144,S001,Merida Industry,2024-03-19,2024-05-13,2024-05-13,55,61,61,Received
PO51212,1101,S001,Merida Industry,2024-03-20,2024-05-14,2024-05-14,55,60,60,Received
PO51213,1083,S001,Merida Industry,2024-03-22,2024-05-16,2024-05-16,55,60,60,Received
PO51214,1120,S001,Merida Industry,2024-03-22,2024-05-16,2024-05-16,55,60,60,Received
PO51215,1170,S001,Merida Industry,2024-03-23,2024-05-17,2024-05-17,55,62,62,Received
PO51216,1136,S001,Merida Industry,2024-03-25,2024-05-19,2024-05-19,55,62,62,Received
PO51217,1010,S001,Merida Industry,2024-03-26,2024-05-20,2024-05-20,55,61,61,Received
PO51218,1013,S001,Merida Industry,2024-03-26,2024-05-20,2024-05-20,55,60,60,Received
PO51219,1018,S001,Merida Industry,2024-03-27,2024-05-21,2024-05-21,55,62,62,Received
PO51220,1139,S001,Merida Industry,2024-03-27,2024-05-21,2024-05-21,55,60,60,Received
PO51221,1146,S001,Merida Industry,2024-03-27,2024-05-21,2024-05-21,55,61,61,Received
PO51222,1051,S001,Merida Industry,2024-03-28,2024-05-22,2024-05-22,55,60,60,Received
PO51223,1105,S001,Merida Industry,2024-03-29,2024-05-23,2024-05-23,55,65,65,Received
PO51224,1025,S001,Merida Industry,2024-03-31,2024-05-25,2024-05-25,55,62,62,Received
PO51225,1081,S001,Merida Industry,2024-04-01,2024-05-26,2024-05-26,55,61,61,Received
PO51226,1111,S001,Merida Industry,2024-04-01,2024-05-26,2024-05-26,55,61,61,Received
PO51227,1112,S001,Merida Industry,2024-04-01,2024-05-26,2024-05-26,55,60,60,Received
PO51228,1128,S001,Merida Industry,2024-04-01,2024-05-26,2024-05-26,55,63,63,Received
PO51229,1079,S001,Merida Industry,2024-04-02,2024-05-27,2024-05-27,55,61,61,Received
PO51230,1067,S001,Merida Industry,2024-04-03,2024-05-28,2024-05-28,55,61,61,Received
PO51231,1006,S001,Merida Industry,2024-04-04,2024-05-29,2024-05-29,55,64,64,Received
PO51232,1206,S002,Ideal Bike Corp,2024-04-04,2024-05-19,2024-05-19,45,61,61,Received
PO51233,1197,S002,Ideal Bike Corp,2024-04-05,2024-05-20,2024-05-20,45,61,61,Received
PO51234,1198,S002,Ideal Bike Corp,2024-04-05,2024-05-20,2024-05-20,45,61,61,Received
PO51235,1204,S002,Ideal Bike Corp,2024-04-06,2024-05-21,2024-05-21,45,60,60,Received
PO51236,1043,S001,Merida Industry,2024-04-08,2024-06-02,2024-06-02,55,62,62,Received
PO51237,1165,S001,Merida Industry,2024-04-08,2024-06-02,2024-06-02,55,60,60,Received
PO51238,1071,S001,Merida Industry,2024-04-09,2024-06-03,2024-06-03,55,60,60,Received
PO51239,1201,S002,Ideal Bike Corp,2024-04-09,2024-05-24,2024-05-24,45,60,60,Received
PO51240,1074,S001,Merida Industry,2024-04-11,2024-06-05,2024-06-05,55,62,62,Received
PO51241,1117,S001,Merida Industry,2024-04-11,2024-06-05,2024-06-05,55,65,65,Received
PO51242,1048,S001,Merida Industry,2024-04-12,2024-06-06,2024-06-06,55,61,61,Received
PO51243,1070,S001,Merida Industry,2024-04-12,2024-06-06,2024-06-06,55,61,61,Received
PO51244,1134,S001,Merida Industry,2024-04-16,2024-06-10,2024-06-10,55,61,61,Received
PO51245,1076,S001,Merida Industry,2024-04-17,2024-06-11,2024-06-11,55,69,69,Received
PO51246,1085,S001,Merida Industry,2024-04-17,2024-06-11,2024-06-11,55,60,60,Received
PO51247,1118,S001,Merida Industry,2024-04-17,2024-06-11,2024-06-11,55,62,62,Received
PO51248,1130,S001,Merida Industry,2024-04-17,2024-06-11,2024-06-11,55,62,62,Received
PO51249,1069,S001,Merida Industry,2024-04-18,2024-06-12,2024-06-12,55,60,60,Received
PO51250,1147,S001,Merida Industry,2024-04-18,2024-06-12,2024-06-12,55,63,63,Received
PO51251,1108,S001,Merida Industry,2024-04-19,2024-06-13,2024-06-13,55,62,62,Received
PO51252,1174,S001,Merida Industry,2024-04-19,2024-06-13,2024-06-13,55,62,62,Received
PO51253,1028,S001,Merida Industry,2024-04-20,2024-06-14,2024-06-14,55,60,60,Received
PO51254,1115,S001,Merida Industry,2024-04-21,2024-06-15,2024-06-15,55,60,60,Received
PO51255,1087,S001,Merida Industry,2024-04-22,2024-06-16,2024-06-16,55,60,60,Received
PO51256,1109,S001,Merida Industry,2024-04-22,2024-06-16,2024-06-16,55,62,62,Received
PO51257,1019,S001,Merida Industry,2024-04-23,2024-06-17,2024-06-17,55,60,60,Received
PO51258,1073,S001,Merida Industry,2024-04-23,2024-06-17,2024-06-17,55,63,63,Received
PO51259,1078,S001,Merida Industry,2024-04-23,2024-06-17,2024-06-17,55,60,60,Received
PO51260,1063,S001,Merida Industry,2024-04-24,2024-06-18,2024-06-18,55,60,60,Received
PO51261,1203,S002,Ideal Bike Corp,2024-04-24,2024-06-08,2024-06-08,45,65,65,Received
PO51262,1175,S001,Merida Industry,2024-04-25,2024-06-19,2024-06-19,55,61,61,Received
PO51263,1008,S001,Merida Industry,2024-04-26,2024-06-20,2024-06-20,55,63,63,Received
PO51264,1077,S001,Merida Industry,2024-04-26,2024-06-20,2024-06-20,55,66,66,Received
PO51265,1088,S001,Merida Industry,2024-04-27,2024-06-21,2024-06-21,55,60,60,Received
PO51266,1053,S001,Merida Industry,2024-04-29,2024-06-23,2024-06-23,55,64,64,Received
PO51267,1062,S001,Merida Industry,2024-04-30,2024-06-24,2024-06-24,55,60,60,Received
PO51268,1089,S001,Merida Industry,2024-04-30,2024-06-24,2024-06-24,55,64,64,Received
PO51269,1104,S001,Merida Industry,2024-04-30,2024-06-24,2024-06-24,55,67,67,Received
PO51270,1029,S001,Merida Industry,2024-05-01,2024-06-25,2024-06-25,55,60,60,Received
PO51271,1080,S001,Merida Industry,2024-05-01,2024-06-25,2024-06-25,55,63,63,Received
PO51272,1169,S001,Merida Industry,2024-05-01,2024-06-25,2024-06-25,55,62,62,Received
PO51273,1064,S001,Merida Industry,2024-05-02,2024-06-26,2024-06-26,55,62,62,Received
PO51274,1106,S001,Merida Industry,2024-05-02,2024-06-26,2024-06-26,55,72,72,Received
PO51275,1149,S001,Merida Industry,2024-05-02,2024-06-26,2024-06-26,55,65,65,Received
PO51276,1072,S001,Merida Industry,2024-05-03,2024-06-27,2024-06-27,55,64,64,Received
PO51277,1099,S001,Merida Industry,2024-05-04,2024-06-28,2024-06-28,55,60,60,Received
PO51278,1007,S001,Merida Industry,2024-05-06,2024-06-30,2024-06-30,55,67,67,Received
PO51279,1041,S001,Merida Industry,2024-05-06,2024-06-30,2024-06-30,55,60,60,Received
PO51280,1133,S001,Merida Industry,2024-05-06,2024-06-30,2024-06-30,55,60,60,Received
PO51281,1138,S001,Merida Industry,2024-05-06,2024-06-30,2024-06-30,55,60,60,Received
PO51282,1068,S001,Merida Industry,2024-05-08,2024-07-02,2024-07-02,55,61,61,Received
PO51283,1090,S001,Merida Industry,2024-05-08,2024-07-02,2024-07-02,55,63,63,Received
PO51284,1103,S001,Merida Industry,2024-05-08,2024-07-02,2024-07-02,55,60,60,Received
PO51285,1114,S001,Merida Industry,2024-05-08,2024-07-02,2024-07-02,55,62,62,Received
PO51286,1140,S001,Merida Industry,2024-05-08,2024-07-02,2024-07-02,55,61,61,Received
PO51287,1142,S001,Merida Industry,2024-05-08,2024-07-02,2024-07-02,55,64,64,Received
PO51288,1096,S001,Merida Industry,2024-05-09,2024-07-03,2024-07-03,55,61,61,Received
PO51289,1164,S001,Merida Industry,2024-05-09,2024-07-03,2024-07-03,55,63,63,Received
PO51290,1014,S001,Merida Industry,2024-05-10,2024-07-04,2024-07-04,55,61,61,Received
PO51291,1100,S001,Merida Industry,2024-05-10,2024-07-04,2024-07-04,55,60,60,Received
PO51292,1091,S001,Merida Industry,2024-05-13,2024-07-07,2024-07-07,55,61,61,Received
PO51293,1143,S001,Merida Industry,2024-05-13,2024-07-07,2024-07-07,55,61,61,Received
PO51294,1016,S001,Merida Industry,2024-05-14,2024-07-08,2024-07-08,55,61,61,Received
PO51295,1044,S001,Merida Industry,2024-05-14,2024-07-08,2024-07-08,55,63,63,Received
PO51296,1046,S001,Merida Industry,2024-05-14,2024-07-08,2024-07-08,55,61,61,Received
PO51297,1055,S001,Merida Industry,2024-05-14,2024-07-08,2024-07-08,55,62,62,Received
PO51298,1097,S001,Merida Industry,2024-05-15,2024-07-09,2024-07-09,55,61,61,Received
PO51299,1110,S001,Merida Industry,2024-05-15,2024-07-09,2024-07-09,55,65,65,Received
PO51300,1193,S002,Ideal Bike Corp,2024-05-15,2024-06-29,2024-06-29,45,61,61,Received
PO51301,1012,S001,Merida Industry,2024-05-16,2024-07-10,2024-07-10,55,61,61,Received
PO51302,1084,S001,Merida Industry,2024-05-16,2024-07-10,2024-07-10,55,64,64,Received
PO51303,1113,S001,Merida Industry,2024-05-16,2024-07-10,2024-07-10,55,61,61,Received
PO51304,1017,S001,Merida Industry,2024-05-17,2024-07-11,2024-07-11,55,62,62,Received
PO51305,1107,S001,Merida Industry,2024-05-17,2024-07-11,2024-07-11,55,63,63,Received
PO51306,1171,S001,Merida Industry,2024-05-17,2024-07-11,2024-07-11,55,60,60,Received
PO51307,1052,S001,Merida Industry,2024-05-20,2024-07-14,2024-07-14,55,60,60,Received
PO51308,1011,S001,Merida Industry,2024-05-21,2024-07-15,2024-07-15,55,63,63,Received
PO51309,1022,S001,Merida Industry,2024-05-21,2024-07-15,2024-07-15,55,61,61,Received
PO51310,1026,S001,Merida Industry,2024-05-21,2024-07-15,2024-07-15,55,60,60,Received
PO51311,1086,S001,Merida Industry,2024-05-21,2024-07-15,2024-07-15,55,60,60,Received
PO51312,1145,S001,Merida Industry,2024-05-21,2024-07-15,2024-07-15,55,67,67,Received
PO51313,1116,S001,Merida Industry,2024-05-22,2024-07-16,2024-07-16,55,64,64,Received
PO51314,1124,S001,Merida Industry,2024-05-22,2024-07-16,2024-07-16,55,60,60,Received
PO51315,1195,S002,Ideal Bike Corp,2024-05-22,2024-07-06,2024-07-06,45,61,61,Received
PO51316,1075,S001,Merida Industry,2024-05-23,2024-07-17,2024-07-17,55,63,63,Received
PO51317,1135,S001,Merida Industry,2024-05-23,2024-07-17,2024-07-17,55,66,66,Received
PO51318,1004,S001,Merida Industry,2024-05-24,2024-07-18,2024-07-18,55,60,60,Received
PO51319,1042,S001,Merida Industry,2024-05-24,2024-07-18,2024-07-18,55,64,64,Received
PO51320,1177,S001,Merida Industry,2024-05-24,2024-07-18,2024-07-18,55,60,60,Received
PO51321,1039,S001,Merida Industry,2024-05-25,2024-07-19,2024-07-19,55,60,60,Received
PO51322,1102,S001,Merida Industry,2024-05-27,2024-07-21,2024-07-21,55,60,60,Received
PO51323,1137,S001,Merida Industry,2024-05-27,2024-07-21,2024-07-21,55,61,61,Received
PO51324,1001,S001,Merida Industry,2024-05-28,2024-07-22,2024-07-22,55,61,61,Received
PO51325,1141,S001,Merida Industry,2024-05-28,2024-07-22,2024-07-22,55,62,62,Received
PO51326,1015,S001,Merida Industry,2024-05-29,2024-07-23,2024-07-23,55,62,62,Received
PO51327,1050,S001,Merida Industry,2024-05-29,2024-07-23,2024-07-23,55,61,61,Received
PO51328,1173,S001,Merida Industry,2024-05-29,2024-07-23,2024-07-23,55,63,63,Received
PO51329,1020,S001,Merida Industry,2024-05-30,2024-07-24,2024-07-24,55,60,60,Received
PO51330,1136,S001,Merida Industry,2024-05-30,2024-07-24,2024-07-24,55,62,62,Received
PO51331,1144,S001,Merida Industry,2024-05-30,2024-07-24,2024-07-24,55,62,62,Received
PO51332,1056,S001,Merida Industry,2024-05-31,2024-07-25,2024-07-25,55,60,60,Received
PO51333,1057,S001,Merida Industry,2024-05-31,2024-07-25,2024-07-25,55,60,60,Received
PO51334,1082,S001,Merida Industry,2024-05-31,2024-07-25,2024-07-25,55,61,61,Received
PO51335,1083,S001,Merida Industry,2024-05-31,2024-07-25,2024-07-25,55,61,61,Received
PO51336,1168,S001,Merida Industry,2024-05-31,2024-07-25,2024-07-25,55,61,61,Received
PO51337,1148,S001,Merida Industry,2024-06-02,2024-07-27,2024-07-27,55,62,62,Received
PO51338,1018,S001,Merida Industry,2024-06-03,2024-07-28,2024-07-28,55,63,63,Received
PO51339,1098,S001,Merida Industry,2024-06-04,2024-07-29,2024-07-29,55,60,60,Received
PO51340,1157,S001,Merida Industry,2024-06-04,2024-07-29,2024-07-29,55,60,60,Received
PO51341,1045,S001,Merida Industry,2024-06-06,2024-07-31,2024-07-31,55,67,67,Received
PO51342,1105,S001,Merida Industry,2024-06-06,2024-07-31,2024-07-31,55,63,63,Received
PO51343,1131,S001,Merida Industry,2024-06-06,2024-07-31,2024-07-31,55,60,60,Received
PO51344,1111,S001,Merida Industry,2024-06-07,2024-08-01,2024-08-01,55,62,62,Received
PO51345,1112,S001,Merida Industry,2024-06-07,2024-08-01,2024-08-01,55,68,68,Received
PO51346,1092,S001,Merida Industry,2024-06-08,2024-08-02,2024-08-02,55,60,60,Received
PO51347,1081,S001,Merida Industry,2024-06-10,2024-08-04,2024-08-04,55,61,61,Received
PO51348,1167,S001,Merida Industry,2024-06-10,2024-08-04,2024-08-04,55,60,60,Received
PO51349,1191,S002,Ideal Bike Corp,2024-06-10,2024-07-25,2024-07-25,45,61,61,Received
PO51350,1129,S001,Merida Industry,2024-06-11,2024-08-05,2024-08-05,55,60,60,Received
PO51351,1024,S001,Merida Industry,2024-06-12,2024-08-06,2024-08-06,55,62,62,Received
PO51352,1021,S001,Merida Industry,2024-06-13,2024-08-07,2024-08-07,55,60,60,Received
PO51353,1047,S001,Merida Industry,2024-06-13,2024-08-07,2024-08-07,55,61,61,Received
PO51354,1101,S001,Merida Industry,2024-06-13,2024-08-07,2024-08-07,55,63,63,Received
PO51355,1023,S001,Merida Industry,2024-06-14,2024-08-08,2024-08-08,55,61,61,Received
PO51356,1132,S001,Merida Industry,2024-06-14,2024-08-08,2024-08-08,55,60,60,Received
PO51357,1166,S001,Merida Industry,2024-06-14,2024-08-08,2024-08-08,55,61,61,Received
PO51358,1127,S001,Merida Industry,2024-06-16,2024-08-10,2024-08-10,55,60,60,Received
PO51359,1031,S001,Merida Industry,2024-06-17,2024-08-11,2024-08-11,55,63,63,Received
PO51360,1074,S001,Merida Industry,2024-06-17,2024-08-11,2024-08-11,55,62,62,Received
