date,weather,dealer_orders,dtc_orders,total_orders,purchase_orders_received,purchase_units_received,purchase_orders_created,purchase_units_ordered,total_on_hand_units,total_available_units,out_of_stock_skus
2024-03-26,Sunny,20,10,30,2,123,4,244,7408,7408,10
2024-03-27,Sunny,19,10,29,0,0,2,124,7250,7250,11
2024-03-28,Sunny,19,8,27,4,247,3,186,7349,7349,10
2024-03-29,Sunny,16,9,25,1,60,0,0,7267,7267,13
2024-03-30,Sunny,6,13,19,2,121,1,61,7333,7333,13
2024-03-31,Sunny,2,11,13,0,0,0,0,7315,7315,13
2024-04-01,Sunny,25,10,35,7,429,5,307,7537,7537,10
2024-04-02,Sunny,27,12,39,2,121,6,375,7451,7451,10
2024-04-03,Sunny,25,11,36,2,122,3,184,7389,7389,9
2024-04-04,Sunny,25,12,37,3,181,3,180,7407,7407,13
2024-04-05,Sunny,20,14,34,2,124,3,184,7347,7347,15
2024-04-06,Sunny,7,16,23,2,123,0,0,7411,7411,14
2024-04-07,Sunny,2,18,20,2,121,0,0,7495,7495,13
2024-04-08,Sunny,22,12,34,3,181,0,0,7547,7547,12
2024-04-09,Sunny,24,11,35,1,60,7,435,7384,7384,11
2024-04-10,Sunny,29,14,43,3,183,4,247,7299,7299,11
2024-04-11,Sunny,24,11,35,3,188,5,304,7288,7288,12
2024-04-12,Sunny,21,16,37,1,60,7,428,7162,7162,13
2024-04-13,Sunny,6,17,23,1,60,0,0,7174,7174,13
2024-04-14,Sunny,3,17,20,0,0,0,0,7139,7139,14
2024-04-15,Sunny,25,12,37,2,120,2,124,7039,7039,15
2024-04-16,Sunny,25,11,36,4,243,3,184,7067,7067,14
2024-04-17,Sunny,24,13,37,1,62,2,122,6969,6969,18
2024-04-18,Sunny,25,14,39,3,188,2,127,6969,6969,21
2024-04-19,Sunny,21,14,35,4,243,3,182,7057,7057,19
2024-04-20,Sunny,6,18,24,2,122,0,0,7108,7108,20
2024-04-21,Sunny,2,16,18,2,121,0,0,7203,7203,19
2024-04-22,Sunny,20,10,30,3,182,0,0,7228,7228,18
2024-04-23,Sunny,30,12,42,4,252,5,308,7223,7223,18
2024-04-24,Sunny,25,12,37,4,245,2,120,7275,7275,19
2024-04-25,Sunny,22,14,36,4,241,2,124,7343,7343,19
2024-04-26,Sunny,21,15,36,3,186,5,309,7350,7350,19
2024-04-27,Sunny,7,19,26,1,61,3,185,7340,7340,18
2024-04-28,Sunny,2,13,15,0,0,0,0,7309,7309,18
2024-04-29,Sunny,25,13,38,0,0,5,310,7130,7130,23
2024-04-30,Sunny,30,11,41,5,311,3,185,7215,7215,21
2024-05-01,Sunny,29,14,43,6,374,3,182,7399,7399,19
2024-05-02,Sunny,24,14,38,5,305,5,301,7489,7489,18
2024-05-03,Sunny,25,17,42,7,427,0,0,7705,7705,16
2024-05-04,Sunny,7,20,27,0,0,3,183,7630,7630,16
2024-05-05,Sunny,3,19,22,1,60,0,0,7658,7658,16
2024-05-06,Sunny,28,15,43,1,64,5,310,7514,7514,18
2024-05-07,Sunny,28,13,41,1,61,3,188,7350,7350,20
2024-05-08,Sunny,29,14,43,1,62,1,64,7210,7210,25
2024-05-09,Sunny,24,15,39,4,251,2,120,7329,7329,22
2024-05-10,Sunny,24,17,41,3,180,2,124,7348,7348,20
2024-05-11,Sunny,7,18,25,2,122,0,0,7416,7416,21
2024-05-12,Sunny,3,19,22,1,61,0,0,7445,7445,20
2024-05-13,Sunny,30,12,42,0,0,1,60,7189,7189,20
2024-05-14,Sunny,30,14,44,4,247,3,185,7216,7216,17
2024-05-15,Sunny,27,12,39,3,180,6,370,7158,7158,18
2024-05-16,Sunny,25,15,40,3,184,4,248,7134,7134,19
2024-05-17,Sunny,22,17,39,6,369,1,63,7358,7358,19
2024-05-18,Sunny,8,19,27,3,185,4,245,7460,7460,16
2024-05-19,Sunny,2,18,20,1,62,0,0,7483,7483,15
2024-05-20,Sunny,30,14,44,4,250,6,374,7462,7462,13
2024-05-21,Sunny,24,12,36,3,185,7,428,7453,7453,15
2024-05-22,Sunny,26,12,38,1,61,7,446,7293,7293,16
2024-05-23,Sunny,29,15,44,6,362,5,305,7396,7396,13
2024-05-24,Sunny,26,19,45,0,0,4,253,7168,7168,20
2024-05-25,Sunny,8,17,25,2,123,0,0,7218,7218,20
2024-05-26,Sunny,3,17,20,0,0,1,63,7177,7177,21
2024-05-27,Sunny,29,12,41,4,248,2,125,7209,7209,19
2024-05-28,Sunny,30,12,42,1,65,0,0,7026,7026,21
2024-05-29,Sunny,27,12,39,2,124,3,191,6938,6938,20
2024-05-30,Sunny,27,15,42,1,60,5,308,6830,6830,23
2024-05-31,Sunny,24,17,41,3,184,5,308,6821,6821,24
2024-06-01,Sunny,6,18,24,0,0,0,0,6763,6763,25
2024-06-02,Sunny,2,19,21,0,0,0,0,6725,6725,25
2024-06-03,Sunny,27,12,39,2,123,6,361,6676,6676,26
2024-06-04,Sunny,30,13,43,1,60,6,364,6550,6550,28
2024-06-05,Sunny,29,13,42,7,432,5,306,6800,6800,29
2024-06-06,Sunny,29,12,41,6,371,0,0,6997,6997,29
2024-06-07,Sunny,25,15,40,0,0,4,256,6821,6821,30
2024-06-08,Sunny,7,19,26,4,245,1,63,6993,6993,28
2024-06-09,Sunny,2,18,20,1,61,1,61,7015,7015,29
2024-06-10,Sunny,29,12,41,5,314,1,60,7136,7136,29
2024-06-11,Sunny,30,13,43,4,242,3,184,7179,7179,30
2024-06-12,Sunny,30,13,43,5,319,4,242,7321,7321,30
2024-06-13,Sunny,22,16,38,5,307,1,62,7477,7477,27
2024-06-14,Sunny,23,15,38,3,189,1,62,7499,7499,25
2024-06-15,Sunny,8,19,27,0,0,2,121,7431,7431,27
2024-06-16,Sunny,2,20,22,2,126,0,0,7537,7537,25
2024-06-17,Sunny,29,12,41,2,124,2,121,7480,7480,24
2024-06-18,Sunny,27,13,40,0,0,2,126,7283,7283,25
2024-06-19,Sunny,29,12,41,3,191,2,123,7284,7284,24
2024-06-20,Sunny,26,12,38,8,494,2,123,7591,7591,18
2024-06-21,Sunny,26,15,41,7,435,0,0,7845,7845,15
2024-06-22,Sunny,8,21,29,2,123,2,120,7868,7868,14
2024-06-23,Sunny,2,18,20,1,64,0,0,7897,7897,14
2024-06-24,Sunny,27,14,41,3,181,3,189,7839,7839,16
2024-06-25,Sunny,27,13,40,5,304,6,373,7927,7927,13
2024-06-26,Sunny,26,12,38,5,307,3,183,8027,8027,12
2024-06-27,Sunny,25,15,40,0,0,5,304,7851,7851,13
2024-06-28,Sunny,24,18,42,3,184,1,60,7845,7845,11
2024-06-29,Sunny,7,18,25,1,63,2,123,7828,7828,11
2024-06-30,Sunny,2,19,21,2,121,0,0,7913,7913,11
2024-07-01,Sunny,22,10,32,1,60,4,253,7801,7801,13
2024-07-02,Sunny,31,10,41,3,184,4,248,7758,7758,12
2024-07-03,Sunny,24,12,36,6,361,0,0,7901,7901,11
2024-07-04,Sunny,20,14,34,2,122,4,243,7841,7841,12
2024-07-05,Sunny,22,15,37,2,122,4,248,7799,7799,12
2024-07-06,Sunny,7,16,23,1,60,1,61,7796,7796,13
2024-07-07,Sunny,2,17,19,2,132,2,122,7882,7882,11
2024-07-08,Sunny,27,11,38,2,121,3,185,7753,7753,11
2024-07-09,Sunny,27,12,39,2,126,8,502,7662,7662,13
2024-07-10,Sunny,29,12,41,2,123,1,60,7573,7573,14
2024-07-11,Sunny,22,13,35,2,123,5,305,7488,7488,13
2024-07-12,Sunny,22,13,35,1,61,0,0,7394,7394,19
2024-07-13,Sunny,7,16,23,1,60,0,0,7363,7363,21
2024-07-14,Sunny,2,14,16,0,0,0,0,7326,7326,22
2024-07-15,Sunny,24,11,35,4,250,3,187,7390,7390,23
2024-07-16,Sunny,28,12,40,3,187,10,612,7372,7372,28
2024-07-17,Sunny,24,11,35,3,183,4,243,7386,7386,29
2024-07-18,Sunny,25,10,35,1,61,1,63,7287,7287,29
2024-07-19,Sunny,18,14,32,1,60,0,0,7227,7227,30
2024-07-20,Sunny,6,16,22,1,63,0,0,7240,7240,29
2024-07-21,Sunny,2,17,19,0,0,0,0,7211,7211,30
2024-07-22,Sunny,26,11,37,5,313,0,0,7358,7358,25
2024-07-23,Sunny,23,10,33,2,127,4,240,7310,7310,27
2024-07-24,Sunny,22,11,33,0,0,4,242,7176,7176,28
2024-07-25,Sunny,23,12,35,6,367,5,306,7381,7381,27
2024-07-26,Sunny,22,16,38,4,248,4,256,7452,7452,26
2024-07-27,Sunny,6,16,22,5,304,0,0,7723,7723,22
2024-07-28,Sunny,2,18,20,2,122,1,60,7804,7804,20
2024-07-29,Sunny,24,11,35,4,245,3,191,7830,7830,18
2024-07-30,Sunny,28,12,40,8,502,4,256,8089,8089,18
2024-07-31,Sunny,25,11,36,1,60,4,245,7961,7961,18
2024-08-01,Sunny,22,12,34,7,426,1,62,8187,8187,14
2024-08-02,Sunny,21,10,31,0,0,1,60,8016,8016,17
2024-08-03,Sunny,6,14,20,1,62,1,61,8013,8013,16
2024-08-04,Sunny,2,13,15,0,0,0,0,7982,7982,17
2024-08-05,Sunny,19,9,28,3,187,0,0,8029,8029,15
2024-08-06,Sunny,22,10,32,8,491,0,0,8320,8320,9
2024-08-07,Sunny,23,10,33,3,183,4,248,8291,8291,8
2024-08-08,Sunny,17,10,27,1,63,3,182,8197,8197,10
2024-08-09,Sunny,20,12,32,0,0,1,61,8031,8031,12
2024-08-10,Sunny,6,14,20,0,0,0,0,7964,7964,13
2024-08-11,Sunny,2,14,16,0,0,0,0,7932,7932,13
2024-08-12,Sunny,21,11,32,0,0,3,180,7754,7754,13
2024-08-13,Sunny,25,9,34,2,120,4,243,7663,7663,15
2024-08-14,Sunny,22,9,31,1,61,5,312,7523,7523,17
2024-08-15,Sunny,21,8,29,3,182,2,122,7530,7530,17
2024-08-16,Sunny,17,13,30,3,185,3,189,7587,7587,15
2024-08-17,Sunny,6,16,22,0,0,1,60,7530,7530,15
2024-08-18,Sunny,2,14,16,0,0,1,60,7507,7507,16
2024-08-19,Sunny,19,8,27,2,127,6,374,7471,7471,16
2024-08-20,Sunny,22,10,32,2,127,1,60,7417,7417,18
2024-08-21,Sunny,19,10,29,2,125,3,183,7409,7409,17
2024-08-22,Sunny,19,10,29,3,182,3,185,7445,7445,16
2024-08-23,Sunny,20,11,31,4,241,5,304,7514,7514,15
2024-08-24,Sunny,6,14,20,4,245,0,0,7691,7691,14
2024-08-25,Sunny,2,13,15,2,131,0,0,7790,7790,12
2024-08-26,Sunny,22,9,31,0,0,0,0,7608,7608,14
2024-08-27,Sunny,22,9,31,1,60,0,0,7535,7535,15
2024-08-28,Sunny,22,9,31,5,312,3,182,7673,7673,13
2024-08-29,Sunny,19,10,29,3,190,2,122,7711,7711,12
2024-08-30,Sunny,17,11,28,3,181,2,120,7774,7774,14
2024-08-31,Sunny,5,17,22,0,0,2,120,7723,7723,16
2024-09-01,Sunny,2,12,14,0,0,1,62,7697,7697,16
2024-09-02,Sunny,19,8,27,3,181,2,120,7764,7764,16
2024-09-03,Sunny,20,8,28,3,183,5,303,7791,7791,14
2024-09-04,Sunny,17,10,27,5,312,1,60,7966,7966,10
2024-09-05,Sunny,16,9,25,1,61,1,60,7910,7910,10
2024-09-06,Sunny,15,10,25,1,63,0,0,7851,7851,10
2024-09-07,Sunny,5,14,19,3,181,0,0,7983,7983,10
2024-09-08,Sunny,2,12,14,0,0,1,62,7953,7953,10
2024-09-09,Sunny,18,9,27,4,250,2,120,8069,8069,9
2024-09-10,Sunny,19,9,28,1,60,0,0,7962,7962,9
2024-09-11,Sunny,20,10,30,3,183,1,61,7933,7933,10
2024-09-12,Sunny,18,8,26,4,245,2,124,8010,8010,10
2024-09-13,Sunny,17,10,27,4,242,0,0,8107,8107,9
2024-09-14,Sunny,6,11,17,1,61,0,0,8111,8111,8
2024-09-15,Sunny,2,11,13,2,126,0,0,8201,8201,9
2024-09-16,Sunny,15,10,25,0,0,4,246,8034,8034,10
2024-09-17,Sunny,19,8,27,1,60,4,244,7951,7951,11
2024-09-18,Sunny,19,8,27,4,245,4,243,8040,8040,8
2024-09-19,Sunny,19,10,29,2,122,1,60,8008,8008,7
2024-09-20,Sunny,14,11,25,3,180,4,245,8070,8070,5
2024-09-21,Sunny,6,12,18,1,60,1,60,8078,8078,6
2024-09-22,Sunny,2,12,14,2,124,1,61,8171,8171,5
2024-09-23,Sunny,18,8,26,2,120,4,247,8132,8132,5
2024-09-24,Sunny,20,9,29,3,180,4,250,8144,8144,4
2024-09-25,Sunny,24,9,33,1,60,3,183,7976,7976,3
2024-09-26,Sunny,16,9,25,1,60,1,66,7889,7889,4
2024-09-27,Sunny,15,11,26,1,61,2,124,7816,7816,5
2024-09-28,Sunny,5,14,19,0,0,1,61,7761,7761,5
2024-09-29,Sunny,2,11,13,1,62,0,0,7798,7798,4
2024-09-30,Sunny,20,8,28,3,180,7,428,7806,7806,3
2024-10-01,Sunny,19,8,27,0,0,3,185,7681,7681,7
2024-10-02,Sunny,16,7,23,1,61,3,183,7611,7611,8
2024-10-03,Sunny,12,7,19,3,186,1,68,7705,7705,7
2024-10-04,Sunny,13,8,21,0,0,0,0,7559,7559,9
2024-10-05,Sunny,4,13,17,0,0,1,62,7514,7514,9
2024-10-06,Sunny,2,11,13,0,0,0,0,7495,7495,9
2024-10-07,Sunny,17,6,23,2,123,3,183,7473,7473,9
2024-10-08,Sunny,17,7,24,4,244,2,124,7581,7581,7
2024-10-09,Sunny,18,8,26,4,243,2,127,7656,7656,6
2024-10-10,Sunny,15,8,23,0,0,3,183,7535,7535,7
2024-10-11,Sunny,13,9,22,4,245,3,185,7660,7660,5
2024-10-12,Sunny,4,10,14,2,121,0,0,7747,7747,5
2024-10-13,Sunny,1,11,12,0,0,0,0,7729,7729,5
2024-10-14,Sunny,16,8,24,4,247,1,61,7854,7854,6
2024-10-15,Sunny,16,8,24,3,188,1,61,7907,7907,7
2024-10-16,Sunny,18,8,26,4,244,3,183,7993,7993,9
2024-10-17,Sunny,14,7,21,1,66,3,180,7915,7915,10
2024-10-18,Sunny,14,8,22,0,0,1,60,7790,7790,10
2024-10-19,Sunny,4,11,15,2,121,1,60,7863,7863,10
2024-10-20,Sunny,1,11,12,0,0,0,0,7848,7848,10
2024-10-21,Sunny,14,6,20,6,368,2,120,8081,8081,9
2024-10-22,Sunny,18,8,26,4,246,5,314,8189,8189,7
2024-10-23,Sunny,17,7,24,2,121,1,63,8148,8148,9
2024-10-24,Sunny,15,8,23,2,130,4,246,8128,8128,8
2024-10-25,Sunny,14,9,23,1,62,1,61,8072,8072,9
2024-10-26,Sunny,4,12,16,1,62,0,0,8097,8097,8
2024-10-27,Sunny,2,10,12,2,124,0,0,8188,8188,7
2024-10-28,Sunny,15,7,22,1,63,1,60,8118,8118,6
2024-10-29,Sunny,18,7,25,0,0,2,125,7958,7958,9
2024-10-30,Sunny,17,8,25,2,121,4,245,7942,7942,10
2024-10-31,Sunny,16,8,24,1,62,3,183,7874,7874,10
2024-11-01,Sunny,15,8,23,3,186,0,0,7925,7925,8
2024-11-02,Sunny,5,12,17,0,0,0,0,7864,7864,8
2024-11-03,Sunny,1,11,12,0,0,0,0,7848,7848,8
2024-11-04,Sunny,18,7,25,1,61,1,61,7786,7786,10
2024-11-05,Sunny,20,8,28,1,61,5,312,7705,7705,11
2024-11-06,Sunny,16,8,24,4,242,4,251,7780,7780,11
2024-11-07,Sunny,17,9,26,5,304,2,128,7923,7923,11
2024-11-08,Sunny,15,9,24,2,126,2,124,7909,7909,11
2024-11-09,Sunny,5,11,16,2,121,0,0,7980,7980,10
2024-11-10,Sunny,1,11,12,1,61,1,61,8025,8025,10
2024-11-11,Sunny,17,8,25,2,120,5,310,8005,8005,10
2024-11-12,Sunny,17,8,25,3,186,2,122,8051,8051,10
2024-11-13,Sunny,18,9,27,1,63,4,243,7947,7947,10
2024-11-14,Sunny,16,9,25,2,125,2,125,7944,7944,12
2024-11-15,Sunny,15,10,25,2,122,1,61,7952,7952,12
2024-11-16,Sunny,4,11,15,0,0,1,60,7906,7906,13
2024-11-17,Sunny,2,10,12,0,0,0,0,7886,7886,13
2024-11-18,Sunny,17,7,24,2,120,3,187,7882,7882,13
2024-11-19,Sunny,17,8,25,1,64,2,127,7781,7781,13
2024-11-20,Sunny,17,8,25,2,120,2,122,7776,7776,14
2024-11-21,Sunny,16,8,24,5,311,2,126,7972,7972,10
2024-11-22,Sunny,15,9,24,0,0,2,128,7873,7873,10
2024-11-23,Sunny,5,12,17,2,121,1,60,7937,7937,9
2024-11-24,Sunny,2,11,13,0,0,0,0,7911,7911,10
2024-11-25,Sunny,15,8,23,1,61,0,0,7839,7839,12
2024-11-26,Sunny,21,7,28,5,312,3,186,7976,7976,10
2024-11-27,Sunny,17,8,25,2,128,2,121,7962,7962,10
2024-11-28,Sunny,16,8,24,3,189,2,120,8028,8028,7
2024-11-29,Sunny,15,11,26,4,249,6,367,8131,8131,6
2024-11-30,Sunny,5,13,18,0,0,1,60,8079,8079,7
2024-12-01,Sunny,1,8,9,0,0,0,0,8063,8063,7
2024-12-02,Sunny,14,5,19,3,188,2,125,8106,8106,6
2024-12-03,Sunny,14,5,19,0,0,3,184,8011,8011,7
2024-12-04,Sunny,13,7,20,3,183,2,121,8067,8067,6
2024-12-05,Sunny,12,6,18,2,125,2,122,8058,8058,6
2024-12-06,Sunny,9,7,16,3,184,2,125,8140,8140,5
2024-12-07,Sunny,3,9,12,1,60,0,0,8171,8171,5
2024-12-08,Sunny,1,9,10,0,0,0,0,8149,8149,6
2024-12-09,Sunny,12,5,17,3,187,0,0,8245,8245,5
2024-12-10,Sunny,13,5,18,3,188,1,62,8324,8324,6
2024-12-11,Sunny,13,5,18,4,244,2,125,8464,8464,5
2024-12-12,Sunny,14,5,19,3,188,4,245,8546,8546,5
2024-12-13,Sunny,11,8,19,2,125,0,0,8568,8568,4
2024-12-14,Sunny,4,9,13,1,60,1,60,8587,8587,3
2024-12-15,Sunny,1,9,10,0,0,1,60,8573,8573,3
2024-12-16,Sunny,14,6,20,0,0,2,122,8461,8461,5
2024-12-17,Sunny,15,5,20,2,126,2,120,8446,8446,4
2024-12-18,Sunny,12,5,17,1,60,1,61,8411,8411,4
2024-12-19,Sunny,12,7,19,2,120,2,123,8402,8402,4
2024-12-20,Sunny,11,8,19,4,245,2,122,8540,8540,4
2024-12-21,Sunny,4,10,14,1,60,0,0,8555,8555,4
2024-12-22,Sunny,1,9,10,1,63,1,60,8601,8601,4
2024-12-23,Sunny,11,5,16,2,125,6,369,8619,8619,4
2024-12-24,Sunny,14,5,19,3,184,3,183,8692,8692,2
2024-12-25,Sunny,15,6,21,1,61,4,246,8626,8626,1
2024-12-26,Sunny,12,6,18,2,120,0,0,8643,8643,1
2024-12-27,Sunny,11,7,18,3,186,0,0,8717,8717,1
2024-12-28,Sunny,4,10,14,0,0,1,60,8676,8676,2
2024-12-29,Sunny,1,8,9,2,122,3,181,8782,8782,2
2024-12-30,Sunny,12,5,17,1,60,1,63,8733,8733,1
2024-12-31,Sunny,15,5,20,1,62,6,373,8638,8638,2
2025-01-01,Sunny,13,6,19,2,125,1,64,8645,8645,2
2025-01-02,Sunny,11,6,17,2,121,0,0,8662,8662,2
2025-01-03,Sunny,10,5,15,1,60,2,121,8631,8631,3
2025-01-04,Sunny,3,8,11,2,122,1,60,8720,8720,3
2025-01-05,Sunny,1,8,9,1,60,0,0,8756,8756,2
2025-01-06,Sunny,12,5,17,1,62,1,60,8730,8730,3
2025-01-07,Sunny,13,5,18,2,120,0,0,8710,8710,5
2025-01-08,Sunny,10,5,15,0,0,1,66,8622,8622,8
2025-01-09,Sunny,11,6,17,1,61,3,184,8621,8621,9
2025-01-10,Sunny,11,7,18,2,122,1,63,8601,8601,8
2025-01-11,Sunny,3,8,11,2,124,0,0,8685,8685,8
2025-01-12,Sunny,1,8,9,1,60,0,0,8733,8733,7
2025-01-13,Sunny,13,5,18,6,369,0,0,8995,8995,5
2025-01-14,Sunny,13,6,19,2,122,6,369,8995,8995,4
2025-01-15,Sunny,13,5,18,4,243,1,61,9113,9113,7
2025-01-16,Sunny,12,6,18,0,0,2,124,9016,9016,7
2025-01-17,Sunny,11,7,18,1,61,0,0,8993,8993,7
2025-01-18,Sunny,3,8,11,1,62,0,0,9024,9024,8
2025-01-19,Sunny,1,6,7,2,121,0,0,9131,9131,7
2025-01-20,Sunny,13,5,18,1,63,2,123,9075,9075,6
2025-01-21,Sunny,13,5,18,5,313,4,246,9255,9255,3
2025-01-22,Sunny,13,6,19,1,64,2,127,9184,9184,2
2025-01-23,Sunny,11,5,16,1,61,2,122,9140,9140,1
2025-01-24,Sunny,11,6,17,2,123,2,120,9178,9178,2
2025-01-25,Sunny,3,7,10,1,60,0,0,9204,9204,1
2025-01-26,Sunny,1,7,8,0,0,1,60,9182,9182,1
2025-01-27,Sunny,12,6,18,1,60,2,122,9108,9108,3
2025-01-28,Sunny,11,6,17,1,60,3,185,9072,9072,3
2025-01-29,Sunny,10,5,15,1,66,1,60,9050,9050,3
2025-01-30,Sunny,10,6,16,2,123,2,121,9069,9069,3
2025-01-31,Sunny,11,7,18,1,63,2,123,9024,9024,3
2025-02-01,Sunny,4,9,13,0,0,1,61,8993,8993,3
2025-02-02,Sunny,1,10,11,1,61,1,60,9033,9033,3
2025-02-03,Sunny,13,6,19,0,0,1,63,8918,8918,5
2025-02-04,Sunny,16,6,22,4,244,0,0,9015,9015,6
2025-02-05,Sunny,16,7,23,1,60,5,305,8948,8948,8
2025-02-06,Sunny,12,7,19,1,64,0,0,8907,8907,7
2025-02-07,Sunny,12,8,20,0,0,1,60,8796,8796,8
2025-02-08,Sunny,4,10,14,2,121,0,0,8884,8884,8
2025-02-09,Sunny,1,10,11,0,0,0,0,8858,8858,8
2025-02-10,Sunny,16,7,23,2,123,2,123,8855,8855,9
2025-02-11,Sunny,15,6,21,3,183,1,62,8903,8903,9
2025-02-12,Sunny,13,6,19,2,127,4,245,8926,8926,8
2025-02-13,Sunny,12,7,19,4,247,1,62,9069,9069,7
2025-02-14,Sunny,11,8,19,3,181,4,245,9135,9135,4
2025-02-15,Sunny,4,10,14,1,60,0,0,9145,9145,4
2025-02-16,Sunny,1,9,10,1,60,0,0,9188,9188,5
2025-02-17,Sunny,13,6,19,0,0,4,245,9072,9072,5
2025-02-18,Sunny,16,6,22,3,185,2,121,9125,9125,4
2025-02-19,Sunny,13,6,19,1,60,1,61,9052,9052,4
2025-02-20,Sunny,14,7,21,3,184,2,124,9130,9130,3
2025-02-21,Sunny,14,7,21,2,123,0,0,9114,9114,2
2025-02-22,Sunny,4,10,14,1,61,1,60,9135,9135,3
2025-02-23,Sunny,1,10,11,1,60,0,0,9177,9177,3
2025-02-24,Sunny,13,6,19,1,63,1,62,9119,9119,3
2025-02-25,Sunny,15,6,21,0,0,2,120,9018,9018,4
2025-02-26,Sunny,15,7,22,5,305,3,184,9210,9210,3
2025-02-27,Sunny,13,6,19,0,0,2,121,9076,9076,4
2025-02-28,Sunny,11,9,20,0,0,2,125,8949,8949,8
2025-03-01,Sunny,5,13,18,0,0,1,60,8892,8892,9
2025-03-02,Sunny,2,12,14,0,0,0,0,8869,8869,9
2025-03-03,Sunny,21,10,31,2,123,3,181,8825,8825,9
2025-03-04,Sunny,18,9,27,0,0,0,0,8669,8669,10
2025-03-05,Sunny,21,8,29,3,183,1,61,8692,8692,8
2025-03-06,Sunny,20,9,29,0,0,4,240,8519,8519,12
2025-03-07,Sunny,16,11,27,5,307,3,183,8691,8691,9
2025-03-08,Sunny,6,14,20,0,0,1,60,8656,8656,11
2025-03-09,Sunny,2,13,15,1,60,1,61,8694,8694,11
2025-03-10,Sunny,19,9,28,4,245,7,434,8770,8770,9
2025-03-11,Sunny,17,8,25,2,121,1,62,8757,8757,10
2025-03-12,Sunny,19,9,28,1,61,2,122,8660,8660,9
2025-03-13,Sunny,20,9,29,3,186,0,0,8701,8701,7
2025-03-14,Sunny,15,11,26,1,62,2,120,8623,8623,7
2025-03-15,Sunny,5,13,18,1,62,1,60,8643,8643,7
2025-03-16,Sunny,2,12,14,1,60,0,0,8676,8676,7
2025-03-17,Sunny,17,8,25,1,62,1,61,8597,8597,6
2025-03-18,Sunny,18,8,26,1,60,1,60,8487,8487,7
2025-03-19,Sunny,19,10,29,2,123,1,61,8459,8459,7
2025-03-20,Sunny,17,11,28,2,121,1,61,8441,8441,7
2025-03-21,Sunny,15,12,27,2,125,1,63,8450,8450,9
2025-03-22,Sunny,5,15,20,1,60,2,124,8447,8447,10
2025-03-23,Sunny,1,13,14,0,0,0,0,8423,8423,10
2025-03-24,Sunny,18,8,26,1,60,3,186,8325,8325,10
2025-03-25,Sunny,19,9,28,0,0,2,123,8200,8200,10
2025-03-26,Sunny,21,9,30,1,61,2,124,8092,8092,11
2025-03-27,Sunny,17,9,26,4,240,1,60,8186,8186,12
2025-03-28,Sunny,18,10,28,4,244,1,60,8285,8285,8
2025-03-29,Sunny,6,14,20,1,60,0,0,8286,8286,8
2025-03-30,Sunny,2,12,14,1,61,1,63,8322,8322,8
2025-03-31,Sunny,18,8,26,4,249,7,428,8442,8442,6
2025-04-01,Sunny,30,11,41,1,62,4,247,8219,8219,6
2025-04-02,Sunny,25,13,38,5,303,5,310,8312,8312,5
2025-04-03,Sunny,21,14,35,0,0,8,488,8103,8103,8
2025-04-04,Sunny,21,16,37,1,60,3,189,7962,7962,9
2025-04-05,Sunny,6,18,24,2,120,1,60,8028,8028,9
2025-04-06,Sunny,2,15,17,0,0,0,0,7988,7988,9
2025-04-07,Sunny,25,11,36,1,61,3,183,7876,7876,11
2025-04-08,Sunny,26,11,37,0,0,6,378,7668,7668,14
2025-04-09,Sunny,22,12,34,4,246,3,190,7738,7738,13
2025-04-10,Sunny,22,14,36,0,0,1,60,7572,7572,18
2025-04-11,Sunny,22,15,37,1,63,3,181,7453,7453,19
2025-04-12,Sunny,7,19,26,2,124,0,0,7513,7513,18
2025-04-13,Sunny,2,15,17,1,60,0,0,7552,7552,18
2025-04-14,Sunny,23,11,34,2,123,3,186,7503,7503,18
2025-04-15,Sunny,25,11,36,2,123,3,193,7400,7400,19
2025-04-16,Sunny,26,14,40,2,124,5,312,7312,7312,19
2025-04-17,Sunny,21,12,33,2,120,2,120,7270,7270,20
2025-04-18,Sunny,19,14,33,1,60,2,123,7203,7203,22
2025-04-19,Sunny,6,18,24,1,61,1,60,7187,7187,22
2025-04-20,Sunny,2,18,20,0,0,0,0,7160,7160,24
2025-04-21,Sunny,24,12,36,6,368,3,189,7358,7358,22
2025-04-22,Sunny,24,11,35,3,187,2,123,7406,7406,24
2025-04-23,Sunny,31,12,43,6,373,2,122,7563,7563,20
2025-04-24,Sunny,25,11,36,4,244,5,306,7597,7597,18
2025-04-25,Sunny,22,15,37,3,189,3,183,7631,7631,18
2025-04-26,Sunny,7,18,25,1,60,0,0,7625,7625,20
2025-04-27,Sunny,2,17,19,0,0,1,60,7600,7600,20
2025-04-28,Sunny,24,12,36,3,183,3,186,7606,7606,20
2025-04-29,Sunny,28,11,39,5,311,2,121,7720,7720,18
2025-04-30,Sunny,26,11,37,3,186,2,121,7690,7690,19
2025-05-01,Sunny,27,14,41,1,60,5,301,7536,7536,22
2025-05-02,Sunny,25,17,42,2,121,5,308,7483,7483,20
2025-05-03,Sunny,8,20,28,4,244,1,60,7665,7665,16
2025-05-04,Sunny,3,18,21,0,0,1,60,7627,7627,17
2025-05-05,Sunny,27,15,42,1,65,3,183,7497,7497,17
2025-05-06,Sunny,29,11,40,3,193,3,187,7487,7487,16
2025-05-07,Sunny,29,13,42,5,312,3,193,7581,7581,15
2025-05-08,Sunny,26,14,40,3,190,3,186,7565,7565,15
